,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.6433,1.08,1.0467,0.3833,0.3833,35.49,36.62,0.6967,0.6633,64.51,63.38,0.3133,29.01
1,22.6933,1.05,1.0567,0.3867,0.3733,36.83,35.33,0.6633,0.6833,63.17,64.67,0.29,27.62
2,23.76,1.0667,1.06,0.4033,0.3867,37.81,36.48,0.6633,0.6733,62.19,63.52,0.2767,25.94
3,24.79,1.03,1.0533,0.3867,0.4067,37.54,38.61,0.6433,0.6467,62.46,61.39,0.2367,22.98
4,25.85,1.06,1.04,0.3733,0.3967,35.22,38.14,0.6867,0.6433,64.78,61.86,0.29,27.36
5,27.0467,1.1967,1.1433,0.43,0.4767,35.93,41.69,0.7667,0.6667,64.07,58.31,0.29,24.23
6,28.0633,1.0167,1.0833,0.3633,0.34,35.74,31.38,0.6533,0.7433,64.26,68.62,0.3133,30.82
7,29.1333,1.07,1.0433,0.3733,0.38,34.89,36.42,0.6967,0.6633,65.11,63.58,0.3167,29.6
8,30.18,1.0467,1.0667,0.3633,0.38,34.71,35.62,0.6833,0.6867,65.29,64.38,0.3033,28.98
9,31.27,1.09,1.0633,0.43,0.3967,39.45,37.3,0.66,0.6667,60.55,62.7,0.2633,24.16
10,32.3467,1.0767,1.1067,0.3933,0.4167,36.53,37.65,0.6833,0.69,63.47,62.35,0.2667,24.77
11,33.4067,1.06,1.03,0.38,0.3933,35.85,38.19,0.68,0.6367,64.15,61.81,0.2867,27.04
12,34.4667,1.06,1.0933,0.38,0.3967,35.85,36.28,0.68,0.6967,64.15,63.72,0.2833,26.73
13,35.5733,1.1067,1.04,0.4,0.3733,36.14,35.9,0.7067,0.6667,63.86,64.1,0.3333,30.12
14,36.63,1.0567,1.1433,0.35,0.4033,33.12,35.28,0.7067,0.74,66.88,64.72,0.3033,28.71
15,37.6633,1.0333,1.0267,0.3533,0.3367,34.19,32.79,0.68,0.69,65.81,67.21,0.3433,33.23
16,38.7467,1.0833,1.0467,0.3867,0.3967,35.69,37.9,0.6967,0.65,64.31,62.1,0.3,27.69
17,39.8267,1.08,1.0867,0.39,0.4033,36.11,37.12,0.69,0.6833,63.89,62.88,0.2867,26.54
18,40.9167,1.09,1.0767,0.3867,0.4,35.47,37.15,0.7033,0.6767,64.53,62.85,0.3033,27.83
19,41.97,1.0533,1.0933,0.34,0.41,32.28,37.5,0.7133,0.6833,67.72,62.5,0.3033,28.8
20,43.01,1.04,1.0333,0.3667,0.3933,35.26,38.06,0.6733,0.64,64.74,61.94,0.28,26.92
21,44.08,1.07,1.06,0.39,0.4,36.45,37.74,0.68,0.66,63.55,62.26,0.28,26.17
22,45.1567,1.0767,1.0533,0.41,0.3867,38.08,36.71,0.6667,0.6667,61.92,63.29,0.28,26.01
23,46.2367,1.08,1.0767,0.4133,0.4,38.27,37.15,0.6667,0.6767,61.73,62.85,0.2667,24.69
24,47.2967,1.06,1.09,0.4,0.3867,37.74,35.47,0.66,0.7033,62.26,64.53,0.2733,25.79
25,48.3,1.0033,1.0267,0.3367,0.38,33.55,37.01,0.6667,0.6467,66.45,62.99,0.2867,28.57
26,49.38,1.08,1.0367,0.4167,0.4,38.58,38.59,0.6633,0.6367,61.42,61.41,0.2633,24.38
27,50.3933,1.0133,1.07,0.3467,0.3933,34.21,36.76,0.6667,0.6767,65.79,63.24,0.2733,26.97
28,51.4667,1.0733,1.0267,0.4233,0.4067,39.44,39.61,0.65,0.62,60.56,60.39,0.2433,22.67
29,52.5167,1.05,1.07,0.3467,0.39,33.02,36.45,0.7033,0.68,66.98,63.55,0.3133,29.84
30,53.5433,1.0267,1.0233,0.37,0.3833,36.04,37.46,0.6567,0.64,63.96,62.54,0.2733,26.62
31,54.61,1.0667,1.0667,0.3367,0.38,31.56,35.62,0.73,0.6867,68.44,64.38,0.35,32.81
32,55.6433,1.0333,1.0433,0.37,0.3833,35.81,36.74,0.6633,0.66,64.19,63.26,0.28,27.1
33,56.6933,1.05,1.0633,0.3667,0.4067,34.92,38.24,0.6833,0.6567,65.08,61.76,0.2767,26.35
34,57.7233,1.03,1.0167,0.39,0.3833,37.86,37.7,0.64,0.6333,62.14,62.3,0.2567,24.92
35,58.7367,1.0133,1.02,0.3333,0.3767,32.89,36.93,0.68,0.6433,67.11,63.07,0.3033,29.93
36,59.7933,1.0567,1.02,0.3867,0.39,36.59,38.24,0.67,0.63,63.41,61.76,0.28,26.5
37,60.7933,1.0,1.0367,0.3567,0.38,35.67,36.66,0.6433,0.6567,64.33,63.34,0.2633,26.33
38,61.8433,1.05,1.0233,0.3667,0.3833,34.92,37.46,0.6833,0.64,65.08,62.54,0.3,28.57
39,62.91,1.0667,1.0667,0.5767,0.39,54.06,36.56,0.49,0.6767,45.94,63.44,0.1,9.38
40,63.9133,1.0033,1.0333,0.3633,0.37,36.21,35.81,0.64,0.6633,63.79,64.19,0.27,26.91
41,64.9467,1.0333,1.0133,0.3733,0.3867,36.13,38.16,0.66,0.6267,63.87,61.84,0.2733,26.45
42,65.98,1.0333,1.0233,0.3733,0.37,36.13,36.16,0.66,0.6533,63.87,63.84,0.29,28.06
43,67.07,1.09,1.0633,0.5633,0.4,51.68,37.62,0.5267,0.6633,48.32,62.38,0.1267,11.62
44,68.1233,1.0533,1.0933,0.3767,0.39,35.76,35.67,0.6767,0.7033,64.24,64.33,0.2867,27.22
45,69.1633,1.04,1.0267,0.37,0.3767,35.58,36.69,0.67,0.65,64.42,63.31,0.2933,28.21
46,70.2767,1.1133,1.08,0.3967,0.4,35.63,37.04,0.7167,0.68,64.37,62.96,0.3167,28.44
47,71.38,1.1033,1.1033,0.5967,0.4067,54.08,36.86,0.5067,0.6967,45.92,63.14,0.1,9.06
48,72.43,1.05,1.0867,0.3667,0.39,34.92,35.89,0.6833,0.6967,65.08,64.11,0.2933,27.94
49,73.49,1.06,1.0367,0.4033,0.38,38.05,36.66,0.6567,0.6567,61.95,63.34,0.2767,26.1
50,74.5867,1.0967,1.1067,0.3933,0.3967,35.87,35.84,0.7033,0.71,64.13,64.16,0.3067,27.96
51,75.67,1.0833,1.0633,0.41,0.3867,37.85,36.36,0.6733,0.6767,62.15,63.64,0.2867,26.46
52,76.9433,1.2733,1.2833,0.3833,0.4233,30.1,32.99,0.89,0.86,69.9,67.01,0.4667,36.65
53,78.2267,1.2833,1.2367,0.3533,0.4667,27.53,37.74,0.93,0.77,72.47,62.26,0.4633,36.1
54,79.37,1.1433,1.17,0.39,0.4033,34.11,34.47,0.7533,0.7667,65.89,65.53,0.35,30.61
55,80.5167,1.1467,1.14,0.6,0.4167,52.33,36.55,0.5467,0.7233,47.67,63.45,0.13,11.34
56,81.63,1.1133,1.0967,0.4,0.3867,35.93,35.26,0.7133,0.71,64.07,64.74,0.3267,29.34
57,82.7433,1.1133,1.13,0.38,0.35,34.13,30.97,0.7333,0.78,65.87,69.03,0.3833,34.43
58,83.8733,1.13,1.12,0.39,0.38,34.51,33.93,0.74,0.74,65.49,66.07,0.36,31.86
59,84.99,1.1167,1.1367,0.38,0.39,34.03,34.31,0.7367,0.7467,65.97,65.69,0.3467,31.04
60,86.1067,1.1167,1.1033,0.4067,0.3967,36.42,35.95,0.71,0.7067,63.58,64.05,0.3133,28.06
61,87.2233,1.1167,1.1,0.4167,0.3867,37.31,35.15,0.7,0.7133,62.69,64.85,0.3133,28.06
62,88.4167,1.1933,1.1533,0.4433,0.4167,37.15,36.13,0.75,0.7367,62.85,63.87,0.3333,27.93
63,89.54,1.1233,1.18,0.4133,0.4167,36.8,35.31,0.71,0.7633,63.2,64.69,0.2933,26.11
64,90.6233,1.0833,1.13,0.38,0.42,35.08,37.17,0.7033,0.71,64.92,62.83,0.2833,26.15
65,91.72,1.0967,1.1067,0.3533,0.4067,32.22,36.75,0.7433,0.7,67.78,63.25,0.3367,30.7
66,92.8167,1.0967,1.0767,0.3367,0.4,30.7,37.15,0.76,0.6767,69.3,62.85,0.36,32.83
67,93.8933,1.0767,1.1467,0.32,0.3867,29.72,33.72,0.7567,0.76,70.28,66.28,0.37,34.37
68,94.8833,0.99,0.9533,0.3567,0.34,36.03,35.66,0.6333,0.6133,63.97,64.34,0.2933,29.63
69,95.8533,0.97,1.0167,0.3333,0.35,34.36,34.43,0.6367,0.6667,65.64,65.57,0.2867,29.55
70,96.8433,0.99,0.96,0.3433,0.39,34.68,40.62,0.6467,0.57,65.32,59.38,0.2567,25.93
71,97.85,1.0067,0.9767,0.3533,0.3633,35.1,37.2,0.6533,0.6133,64.9,62.8,0.29,28.81
72,98.8267,0.9767,1.0167,0.32,0.3733,32.76,36.72,0.6567,0.6433,67.24,63.28,0.2833,29.01
73,99.83,1.0033,0.99,0.3433,0.37,34.22,37.37,0.66,0.62,65.78,62.63,0.29,28.9
74,100.8333,1.0033,1.0,0.3833,0.3967,38.21,39.67,0.62,0.6033,61.79,60.33,0.2233,22.26
75,101.8067,0.9733,0.96,0.36,0.3433,36.99,35.76,0.6133,0.6167,63.01,64.24,0.27,27.74
76,102.7633,0.9567,1.0,0.36,0.3867,37.63,38.67,0.5967,0.6133,62.37,61.33,0.21,21.95
77,103.8,1.0367,0.9733,0.37,0.3933,35.69,40.41,0.6667,0.58,64.31,59.59,0.2733,26.37
78,104.8,1.0,1.0167,0.3267,0.3667,32.67,36.07,0.6733,0.65,67.33,63.93,0.3067,30.67
79,105.8167,1.0167,1.0233,0.3233,0.39,31.8,38.11,0.6933,0.6333,68.2,61.89,0.3033,29.84
80,106.84,1.0233,1.02,0.36,0.38,35.18,37.25,0.6633,0.64,64.82,62.75,0.2833,27.69
81,107.8733,1.0333,1.0133,0.3533,0.3367,34.19,33.22,0.68,0.6767,65.81,66.78,0.3433,33.23
82,108.9433,1.07,1.0733,0.3533,0.3933,33.02,36.65,0.7167,0.68,66.98,63.35,0.3233,30.22
83,110.0033,1.06,1.0533,0.4,0.3933,37.74,37.34,0.66,0.66,62.26,62.66,0.2667,25.16
84,111.0267,1.0233,1.0367,0.3467,0.3933,33.88,37.94,0.6767,0.6433,66.12,62.06,0.2833,27.69
85,112.05,1.0233,1.0233,0.37,0.3933,36.16,38.44,0.6533,0.63,63.84,61.56,0.26,25.41
86,113.0633,1.0133,1.0367,0.3533,0.3933,34.87,37.94,0.66,0.6433,65.13,62.06,0.2667,26.32
87,114.0567,0.9933,0.9967,0.3367,0.3733,33.89,37.46,0.6567,0.6233,66.11,62.54,0.2833,28.52
88,115.0033,0.9467,0.9567,0.2833,0.34,29.93,35.54,0.6633,0.6167,70.07,64.46,0.3233,34.15
89,116.0267,1.0233,0.9867,0.3633,0.3733,35.5,37.84,0.66,0.6133,64.5,62.16,0.2867,28.01
90,117.0433,1.0167,1.0367,0.34,0.3533,33.44,34.08,0.6767,0.6833,66.56,65.92,0.3233,31.8
91,118.0333,0.99,0.9833,0.3267,0.3133,33.0,31.86,0.6633,0.67,67.0,68.14,0.35,35.35
92,119.0633,1.03,1.0333,0.3167,0.31,30.74,30.0,0.7133,0.7233,69.26,70.0,0.4033,39.16
93,120.0367,0.9733,0.9733,0.3433,0.3533,35.27,36.3,0.63,0.62,64.73,63.7,0.2767,28.42
94,121.04,1.0033,1.01,0.3867,0.3867,38.54,38.28,0.6167,0.6233,61.46,61.72,0.23,22.92
95,122.0567,1.0167,1.0067,0.3367,0.3433,33.11,34.11,0.68,0.6633,66.89,65.89,0.3367,33.11
96,123.08,1.0233,1.0,0.3767,0.3633,36.81,36.33,0.6467,0.6367,63.19,63.67,0.2833,27.69
97,124.1567,1.0767,1.0733,0.4033,0.3833,37.46,35.71,0.6733,0.69,62.54,64.29,0.29,26.93
98,125.16,1.0033,1.0267,0.3533,0.3833,35.22,37.34,0.65,0.6433,64.78,62.66,0.2667,26.58
99,126.15,0.99,0.99,0.35,0.3333,35.35,33.67,0.64,0.6567,64.65,66.33,0.3067,30.98
100,127.1367,0.9867,0.9867,0.38,0.3267,38.51,33.11,0.6067,0.66,61.49,66.89,0.28,28.38
101,128.12,0.9833,0.9967,0.3267,0.36,33.22,36.12,0.6567,0.6367,66.78,63.88,0.2967,30.17
102,129.14,1.02,1.0,0.3567,0.3567,34.97,35.67,0.6633,0.6433,65.03,64.33,0.3067,30.07
103,130.13,0.99,1.01,0.3533,0.3833,35.69,37.95,0.6367,0.6267,64.31,62.05,0.2533,25.59
104,131.1367,1.0067,1.0,0.3533,0.3767,35.1,37.67,0.6533,0.6233,64.9,62.33,0.2767,27.48
105,132.15,1.0133,1.0067,0.37,0.39,36.51,38.74,0.6433,0.6167,63.49,61.26,0.2533,25.0
106,133.1633,1.0133,1.0033,0.3567,0.3867,35.2,38.54,0.6567,0.6167,64.8,61.46,0.27,26.64
107,134.1533,0.99,0.98,0.3533,0.32,35.69,32.65,0.6367,0.66,64.31,67.35,0.3167,31.99
108,135.1667,1.0133,1.0233,0.37,0.34,36.51,33.22,0.6433,0.6833,63.49,66.78,0.3033,29.93
109,136.1833,1.0167,1.0267,0.32,0.34,31.48,33.12,0.6967,0.6867,68.52,66.88,0.3567,35.08
110,137.1933,1.01,1.0133,0.3433,0.3767,33.99,37.17,0.6667,0.6367,66.01,62.83,0.29,28.71
111,138.2367,1.0433,1.0233,0.4033,0.35,38.66,34.2,0.64,0.6733,61.34,65.8,0.29,27.8
112,139.3333,1.0967,1.0633,0.3633,0.39,33.13,36.68,0.7333,0.6733,66.87,63.32,0.3433,31.31
113,140.3667,1.0333,1.07,0.3633,0.3833,35.16,35.83,0.67,0.6867,64.84,64.17,0.2867,27.74
114,141.4333,1.0667,1.0267,0.2167,0.3467,20.31,33.77,0.85,0.68,79.69,66.23,0.5033,47.19
115,142.6467,1.2133,1.1933,0.3933,0.4967,32.42,41.62,0.82,0.6967,67.58,58.38,0.3233,26.65
116,143.7,1.0533,1.11,0.3767,0.4067,35.76,36.64,0.6767,0.7033,64.24,63.36,0.27,25.63
117,144.77,1.07,1.0633,0.3967,0.3667,37.07,34.48,0.6733,0.6967,62.93,65.52,0.3067,28.66
118,145.81,1.04,1.07,0.3433,0.4,33.01,37.38,0.6967,0.67,66.99,62.62,0.2967,28.53
119,146.87,1.06,1.03,0.3667,0.39,34.59,37.86,0.6933,0.64,65.41,62.14,0.3033,28.62
120,147.94,1.07,1.0667,0.4167,0.3633,38.94,34.06,0.6533,0.7033,61.06,65.94,0.29,27.1
121,148.9933,1.0533,1.0767,0.39,0.4067,37.03,37.77,0.6633,0.67,62.97,62.23,0.2567,24.37
122,150.0233,1.03,1.04,0.38,0.3667,36.89,35.26,0.65,0.6733,63.11,64.74,0.2833,27.51
123,151.06,1.0367,1.0433,0.38,0.3433,36.66,32.91,0.6567,0.7,63.34,67.09,0.3133,30.23
124,152.1033,1.0433,1.04,0.3467,0.3567,33.23,34.29,0.6967,0.6833,66.77,65.71,0.34,32.59
125,153.14,1.0367,1.0067,0.34,0.35,32.8,34.77,0.6967,0.6567,67.2,65.23,0.3467,33.44
126,154.1733,1.0333,1.05,0.33,0.3967,31.94,37.78,0.7033,0.6533,68.06,62.22,0.3067,29.68
127,155.2033,1.03,1.0233,0.3967,0.3733,38.51,36.48,0.6333,0.65,61.49,63.52,0.26,25.24
128,156.22,1.0167,1.0267,0.3567,0.39,35.08,37.99,0.66,0.6367,64.92,62.01,0.27,26.56
129,157.2667,1.0467,1.0333,0.37,0.3533,35.35,34.19,0.6767,0.68,64.65,65.81,0.3233,30.89
130,158.2833,1.0167,1.03,0.3433,0.3767,33.77,36.57,0.6733,0.6533,66.23,63.43,0.2967,29.18
131,159.3233,1.04,1.0433,0.3267,0.3567,31.41,34.19,0.7133,0.6867,68.59,65.81,0.3567,34.29
132,160.3567,1.0333,1.0367,0.32,0.3767,30.97,36.33,0.7133,0.66,69.03,63.67,0.3367,32.58
133,161.3367,0.98,1.0033,0.36,0.33,36.73,32.89,0.62,0.6733,63.27,67.11,0.29,29.59
134,162.31,0.9733,0.9533,0.3367,0.3567,34.59,37.41,0.6367,0.5967,65.41,62.59,0.28,28.77
135,163.32,1.01,1.0,0.39,0.3833,38.61,38.33,0.62,0.6167,61.39,61.67,0.2367,23.43
136,164.3233,1.0033,1.0233,0.32,0.39,31.89,38.11,0.6833,0.6333,68.11,61.89,0.2933,29.24
137,165.3333,1.01,0.9967,0.3633,0.3667,35.97,36.79,0.6467,0.63,64.03,63.21,0.28,27.72
138,166.34,1.0067,1.01,0.37,0.3333,36.75,33.0,0.6367,0.6767,63.25,67.0,0.3033,30.13
139,167.3333,0.9933,1.0167,0.3467,0.3867,34.9,38.03,0.6467,0.63,65.1,61.97,0.26,26.17
140,168.37,1.0367,1.0,0.3633,0.38,35.05,38.0,0.6733,0.62,64.95,62.0,0.2933,28.3
141,169.4233,1.0533,1.06,0.3867,0.38,36.71,35.85,0.6667,0.68,63.29,64.15,0.2867,27.22
142,170.46,1.0367,1.0333,0.38,0.35,36.66,33.87,0.6567,0.6833,63.34,66.13,0.3067,29.58
143,171.4767,1.0167,1.04,0.3667,0.3933,36.07,37.82,0.65,0.6467,63.93,62.18,0.2567,25.25
