,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,23.0333,1.9567,1.7733,0.7267,0.7833,37.14,44.17,1.23,0.99,62.86,55.83,0.4467,22.83
1,24.5733,1.54,1.5633,0.58,0.4367,37.66,27.93,0.96,1.1267,62.34,72.07,0.5233,33.98
2,26.0667,1.4933,1.5667,0.7167,0.4967,47.99,31.7,0.7767,1.07,52.01,68.3,0.28,18.75
3,27.9833,1.9167,1.8333,0.5633,0.6767,29.39,36.91,1.3533,1.1567,70.61,63.09,0.6767,35.3
4,29.3433,1.36,1.5833,0.63,0.4367,46.32,27.58,0.73,1.1467,53.68,72.42,0.2933,21.57
5,30.7033,1.36,1.5467,0.3433,0.6033,25.25,39.01,1.0167,0.9433,74.75,60.99,0.4133,30.39
6,32.58,1.8767,1.5067,0.7867,0.6867,41.92,45.58,1.09,0.82,58.08,54.42,0.4033,21.49
7,34.3167,1.7367,1.72,0.8133,0.61,46.83,35.47,0.9233,1.11,53.17,64.53,0.3133,18.04
8,35.8433,1.5267,1.7533,0.58,0.65,37.99,37.07,0.9467,1.1033,62.01,62.93,0.2967,19.43
9,37.0967,1.2533,1.28,0.4833,0.3667,38.56,28.65,0.77,0.9133,61.44,71.35,0.4033,32.18
10,38.49,1.3933,1.4733,0.45,0.62,32.3,42.08,0.9433,0.8533,67.7,57.92,0.3233,23.21
11,39.7767,1.2867,1.25,0.4033,0.3933,31.35,31.47,0.8833,0.8567,68.65,68.53,0.49,38.08
12,41.07,1.2933,1.16,0.52,0.3333,40.21,28.74,0.7733,0.8267,59.79,71.26,0.44,34.02
13,42.3567,1.2867,1.4467,0.46,0.4867,35.75,33.64,0.8267,0.96,64.25,66.36,0.34,26.42
14,43.7933,1.4367,1.3467,0.57,0.5533,39.68,41.09,0.8667,0.7933,60.32,58.91,0.3133,21.81
15,45.1267,1.3333,1.3833,0.4233,0.45,31.75,32.53,0.91,0.9333,68.25,67.47,0.46,34.5
16,46.6167,1.49,1.3533,0.5967,0.4367,40.04,32.27,0.8933,0.9167,59.96,67.73,0.4567,30.65
17,48.4833,1.8667,1.53,0.7967,0.53,42.68,34.64,1.07,1.0,57.32,65.36,0.54,28.93
18,50.0767,1.5933,1.9133,0.6067,0.5933,38.08,31.01,0.9867,1.32,61.92,68.99,0.3933,24.69
19,51.8033,1.7267,1.5167,0.78,0.5,45.17,32.97,0.9467,1.0167,54.83,67.03,0.4467,25.87
20,53.1967,1.3933,1.7133,0.5567,0.5133,39.95,29.96,0.8367,1.2,60.05,70.04,0.3233,23.21
21,54.9733,1.7767,1.3833,0.64,0.54,36.02,39.04,1.1367,0.8433,63.98,60.96,0.5967,33.58
22,57.6167,2.6433,2.5467,0.9567,1.1833,36.19,46.47,1.6867,1.3633,63.81,53.53,0.5033,19.04
23,58.6333,1.0167,1.7267,0.3433,0.44,33.77,25.48,0.6733,1.2867,66.23,74.52,0.2333,22.95
24,60.7567,2.1233,1.3567,0.9967,0.6,46.94,44.23,1.1267,0.7567,53.06,55.77,0.5267,24.8
25,63.11,2.3533,2.5733,0.7567,0.95,32.15,36.92,1.5967,1.6233,67.85,63.08,0.6467,27.48
26,66.1667,3.0567,2.1533,1.2933,0.75,42.31,34.83,1.7633,1.4033,57.69,65.17,1.0133,33.15
27,68.1767,2.01,3.1633,0.5133,0.7267,25.54,22.97,1.4967,2.4367,74.46,77.03,0.77,38.31
28,70.0667,1.89,1.79,0.6033,0.5367,31.92,29.98,1.2867,1.2533,68.08,70.02,0.75,39.68
29,71.46,1.3933,1.67,0.3633,0.5167,26.08,30.94,1.03,1.1533,73.92,69.06,0.5133,36.84
30,72.3833,0.9233,1.1967,0.2533,0.3633,27.44,30.36,0.67,0.8333,72.56,69.64,0.3067,33.21
31,74.1267,1.7433,1.4167,0.5767,0.9167,33.08,64.71,1.1667,0.5,66.92,35.29,0.25,14.34
32,75.8767,1.75,1.4733,0.4533,0.5367,25.9,36.43,1.2967,0.9367,74.1,63.57,0.76,43.43
33,78.1567,2.28,2.71,0.17,0.4233,7.46,15.62,2.11,2.2867,92.54,84.38,1.6867,73.98
34,80.57,2.4133,1.96,0.61,0.31,25.28,15.82,1.8033,1.65,74.72,84.18,1.4933,61.88
35,82.1733,1.6033,2.0767,0.1733,0.58,10.81,27.93,1.43,1.4967,89.19,72.07,0.85,53.01
36,84.1933,2.02,1.28,0.99,0.6167,49.01,48.18,1.03,0.6633,50.99,51.82,0.4133,20.46
37,86.33,2.1367,2.2433,0.8767,0.7667,41.03,34.18,1.26,1.4767,58.97,65.82,0.4933,23.09
38,88.4767,2.1467,2.0167,0.7833,0.5333,36.49,26.45,1.3633,1.4833,63.51,73.55,0.83,38.66
39,89.85,1.3733,1.87,0.5433,0.4167,39.56,22.28,0.83,1.4533,60.44,77.72,0.4133,30.1
40,91.8167,1.9667,1.6333,0.8,0.6067,40.68,37.14,1.1667,1.0267,59.32,62.86,0.56,28.47
41,93.22,1.4033,1.6,0.6133,0.4133,43.71,25.83,0.79,1.1867,56.29,74.17,0.3767,26.84
42,95.6367,2.4167,1.96,1.0667,0.42,44.14,21.43,1.35,1.54,55.86,78.57,0.93,38.48
43,97.1833,1.5467,2.0733,0.4767,0.51,30.82,24.6,1.07,1.5633,69.18,75.4,0.56,36.21
44,98.8,1.6167,1.67,0.5867,0.6533,36.29,39.12,1.03,1.0167,63.71,60.88,0.3767,23.3
45,100.6533,1.8533,1.63,0.5533,0.5367,29.86,32.92,1.3,1.0933,70.14,67.08,0.7633,41.19
46,102.0433,1.39,1.4833,0.5833,0.27,41.97,18.2,0.8067,1.2133,58.03,81.8,0.5367,38.61
47,103.8733,1.83,1.7367,0.7767,0.66,42.44,38.0,1.0533,1.0767,57.56,62.0,0.3933,21.49
48,105.24,1.3667,1.6,0.56,0.3533,40.98,22.08,0.8067,1.2467,59.02,77.92,0.4533,33.17
49,106.7633,1.5233,1.68,0.33,0.6833,21.66,40.67,1.1933,0.9967,78.34,59.33,0.51,33.48
50,108.2267,1.4633,1.38,0.52,0.54,35.54,39.13,0.9433,0.84,64.46,60.87,0.4033,27.56
51,109.7433,1.5167,1.3067,0.5067,0.4967,33.41,38.01,1.01,0.81,66.59,61.99,0.5133,33.85
52,111.1167,1.3733,1.7767,0.28,0.6767,20.39,38.09,1.0933,1.1,79.61,61.91,0.4167,30.34
53,112.3567,1.24,1.0233,0.5133,0.3567,41.4,34.85,0.7267,0.6667,58.6,65.15,0.37,29.84
54,113.81,1.4533,1.38,0.5567,0.4833,38.3,35.02,0.8967,0.8967,61.7,64.98,0.4133,28.44
55,115.1367,1.3267,1.67,0.2933,0.6867,22.11,41.12,1.0333,0.9833,77.89,58.88,0.3467,26.13
56,116.5267,1.39,1.1467,0.52,0.4867,37.41,42.44,0.87,0.66,62.59,57.56,0.3833,27.58
57,118.5,1.9733,1.6367,0.7667,0.6333,38.85,38.7,1.2067,1.0033,61.15,61.3,0.5733,29.05
58,120.2833,1.7833,1.9133,0.5933,0.7367,33.27,38.5,1.19,1.1767,66.73,61.5,0.4533,25.42
59,121.74,1.4567,1.4833,0.4467,0.3467,30.66,23.37,1.01,1.1367,69.34,76.63,0.6633,45.54
60,123.3167,1.5767,1.6533,0.63,0.6467,39.96,39.11,0.9467,1.0067,60.04,60.89,0.3,19.03
61,125.21,1.8933,1.5867,0.8933,0.6167,47.18,38.87,1.0,0.97,52.82,61.13,0.3833,20.25
62,126.5933,1.3833,1.65,0.6533,0.3433,47.23,20.81,0.73,1.3067,52.77,79.19,0.3867,27.95
63,128.1167,1.5233,1.6,0.5967,0.6,39.17,37.5,0.9267,1.0,60.83,62.5,0.3267,21.44
64,129.9033,1.7867,1.41,0.51,0.32,28.54,22.7,1.2767,1.09,71.46,77.3,0.9567,53.54
65,131.4767,1.5733,1.7167,0.8667,0.4633,55.08,26.99,0.7067,1.2533,44.92,73.01,0.2433,15.47
66,132.99,1.5133,1.8,0.5433,0.5067,35.9,28.15,0.97,1.2933,64.1,71.85,0.4633,30.62
67,134.5233,1.5333,1.36,0.68,0.52,44.35,38.24,0.8533,0.84,55.65,61.76,0.3333,21.74
68,136.0567,1.5333,1.7367,0.4933,0.7033,32.17,40.5,1.04,1.0333,67.83,59.5,0.3367,21.96
69,137.6367,1.58,1.4067,0.5967,0.55,37.76,39.1,0.9833,0.8567,62.24,60.9,0.4333,27.43
70,138.9433,1.3067,1.5033,0.4933,0.5033,37.76,33.48,0.8133,1.0,62.24,66.52,0.31,23.72
71,141.03,2.0867,1.5033,1.0067,0.6633,48.24,44.12,1.08,0.84,51.76,55.88,0.4167,19.97
72,142.4033,1.3733,1.88,0.5067,0.4933,36.89,26.24,0.8667,1.3867,63.11,73.76,0.3733,27.18
73,143.9033,1.5,1.4633,0.5267,0.5533,35.11,37.81,0.9733,0.91,64.89,62.19,0.42,28.0
74,145.5967,1.6933,1.4667,0.67,0.5367,39.57,36.59,1.0233,0.93,60.43,63.41,0.4867,28.74
75,147.2967,1.7,1.9567,0.5267,0.49,30.98,25.04,1.1733,1.4667,69.02,74.96,0.6833,40.2
76,149.01,1.7133,1.6367,0.4133,0.3667,24.12,22.4,1.3,1.27,75.88,77.6,0.9333,54.47
77,150.65,1.64,1.4333,0.6233,0.2967,38.01,20.7,1.0167,1.1367,61.99,79.3,0.72,43.9
78,152.48,1.83,1.63,0.5367,0.4133,29.33,25.36,1.2933,1.2167,70.67,74.64,0.88,48.09
79,154.1333,1.6533,1.7967,0.77,0.4633,46.57,25.79,0.8833,1.3333,53.43,74.21,0.42,25.4
80,156.2767,2.1433,2.04,0.7167,0.65,33.44,31.86,1.4267,1.39,66.56,68.14,0.7767,36.24
81,158.3367,2.06,2.14,0.85,0.8167,41.26,38.16,1.21,1.3233,58.74,61.84,0.3933,19.09
82,160.1167,1.78,1.9967,0.57,0.76,32.02,38.06,1.21,1.2367,67.98,61.94,0.45,25.28
