,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.6033,1.16,1.1567,0.4233,0.4233,36.49,36.6,0.7367,0.7333,63.51,63.4,0.3133,27.01
1,23.7833,1.18,1.1833,0.43,0.4567,36.44,38.59,0.75,0.7267,63.56,61.41,0.2933,24.86
2,24.9233,1.14,1.1433,0.4067,0.4133,35.67,36.15,0.7333,0.73,64.33,63.85,0.32,28.07
3,26.06,1.1367,1.15,0.3933,0.42,34.6,36.52,0.7433,0.73,65.4,63.48,0.3233,28.45
4,27.2533,1.1933,1.1533,0.4367,0.4267,36.59,36.99,0.7567,0.7267,63.41,63.01,0.33,27.65
5,28.47,1.2167,1.2,0.4533,0.4567,37.26,38.06,0.7633,0.7433,62.74,61.94,0.3067,25.21
6,29.61,1.14,1.19,0.4133,0.4267,36.26,35.85,0.7267,0.7633,63.74,64.15,0.3,26.32
7,30.7733,1.1633,1.15,0.4267,0.4267,36.68,37.1,0.7367,0.7233,63.32,62.9,0.31,26.65
8,31.98,1.2067,1.18,0.4467,0.4433,37.02,37.57,0.76,0.7367,62.98,62.43,0.3167,26.24
9,33.1767,1.1967,1.2167,0.4167,0.44,34.82,36.16,0.78,0.7767,65.18,63.84,0.34,28.41
10,34.38,1.2033,1.1967,0.4333,0.44,36.01,36.77,0.77,0.7567,63.99,63.23,0.33,27.42
11,35.56,1.18,1.1867,0.43,0.4267,36.44,35.96,0.75,0.76,63.56,64.04,0.3233,27.4
12,36.7567,1.1967,1.1867,0.43,0.43,35.93,36.24,0.7667,0.7567,64.07,63.76,0.3367,28.13
13,37.9933,1.2367,1.2167,0.4567,0.4533,36.93,37.26,0.78,0.7633,63.07,62.74,0.3267,26.42
14,39.2033,1.21,1.2167,0.4533,0.45,37.47,36.99,0.7567,0.7667,62.53,63.01,0.3067,25.34
15,40.45,1.2467,1.2433,0.45,0.4667,36.1,37.53,0.7967,0.7767,63.9,62.47,0.33,26.47
16,41.6267,1.1767,1.2,0.43,0.4333,36.54,36.11,0.7467,0.7667,63.46,63.89,0.3133,26.63
17,42.77,1.1433,1.1533,0.4167,0.4167,36.44,36.13,0.7267,0.7367,63.56,63.87,0.31,27.11
18,43.96,1.19,1.1767,0.4367,0.44,36.69,37.39,0.7533,0.7367,63.31,62.61,0.3133,26.33
19,45.13,1.17,1.1733,0.43,0.4267,36.75,36.36,0.74,0.7467,63.25,63.64,0.3133,26.78
20,46.28,1.15,1.1533,0.4233,0.4,36.81,34.68,0.7267,0.7533,63.19,65.32,0.3267,28.41
21,47.43,1.15,1.16,0.4167,0.42,36.23,36.21,0.7333,0.74,63.77,63.79,0.3133,27.25
22,48.6233,1.1933,1.17,0.43,0.4333,36.03,37.04,0.7633,0.7367,63.97,62.96,0.33,27.65
23,49.81,1.1867,1.1867,0.4233,0.4233,35.67,35.67,0.7633,0.7633,64.33,64.33,0.34,28.65
