,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.93,1.1633,1.1833,0.3967,0.3533,34.1,29.86,0.7667,0.83,65.9,70.14,0.4133,35.53
1,24.05,1.12,1.1633,0.3533,0.3633,31.55,31.23,0.7667,0.8,68.45,68.77,0.4033,36.01
2,25.2633,1.2133,1.1233,0.4567,0.3967,37.64,35.31,0.7567,0.7267,62.36,64.69,0.36,29.67
3,26.45,1.1867,1.25,0.3967,0.4133,33.43,33.07,0.79,0.8367,66.57,66.93,0.3767,31.74
4,27.63,1.18,1.18,0.39,0.4067,33.05,34.46,0.79,0.7733,66.95,65.54,0.3833,32.49
5,28.8133,1.1833,1.1267,0.4467,0.3733,37.75,33.14,0.7367,0.7533,62.25,66.86,0.3633,30.7
6,29.95,1.1367,1.1767,0.3967,0.3633,34.9,30.88,0.74,0.8133,65.1,69.12,0.3767,33.14
7,31.0333,1.0833,1.1033,0.3833,0.3267,35.38,29.61,0.7,0.7767,64.62,70.39,0.3733,34.46
8,32.1733,1.14,1.1167,0.4133,0.3467,36.26,31.04,0.7267,0.77,63.74,68.96,0.38,33.33
9,33.3767,1.2033,1.2,0.39,0.3933,32.41,32.78,0.8133,0.8067,67.59,67.22,0.42,34.9
10,34.5433,1.1667,1.17,0.4167,0.3467,35.71,29.63,0.75,0.8233,64.29,70.37,0.4033,34.57
11,35.76,1.2167,1.1933,0.4333,0.3933,35.62,32.96,0.7833,0.8,64.38,67.04,0.39,32.05
12,36.9,1.14,1.19,0.3867,0.3733,33.92,31.37,0.7533,0.8167,66.08,68.63,0.38,33.33
13,38.0233,1.1233,1.0933,0.41,0.3467,36.5,31.71,0.7133,0.7467,63.5,68.29,0.3667,32.64
14,39.2433,1.22,1.1267,0.5133,0.33,42.08,29.29,0.7067,0.7967,57.92,70.71,0.3767,30.87
15,40.41,1.1667,1.26,0.4,0.3767,34.29,29.89,0.7667,0.8833,65.71,70.11,0.39,33.43
16,41.69,1.28,1.2067,0.4733,0.41,36.98,33.98,0.8067,0.7967,63.02,66.02,0.3967,30.99
17,42.9567,1.2667,1.31,0.41,0.4167,32.37,31.81,0.8567,0.8933,67.63,68.19,0.44,34.74
18,44.14,1.1833,1.1967,0.4267,0.3667,36.06,30.64,0.7567,0.83,63.94,69.36,0.39,32.96
19,45.2467,1.1067,1.1367,0.3733,0.3333,33.73,29.33,0.7333,0.8033,66.27,70.67,0.4,36.14
20,46.3667,1.12,1.1067,0.4333,0.3267,38.69,29.52,0.6867,0.78,61.31,70.48,0.36,32.14
21,47.6033,1.2367,1.1033,0.4633,0.3033,37.47,27.49,0.7733,0.8,62.53,72.51,0.47,38.01
22,48.8067,1.2033,1.2667,0.45,0.35,37.4,27.63,0.7533,0.9167,62.6,72.37,0.4033,33.52
23,50.04,1.2333,1.25,0.4667,0.3633,37.84,29.07,0.7667,0.8867,62.16,70.93,0.4033,32.7
24,51.3133,1.2733,1.3,0.42,0.4267,32.98,32.82,0.8533,0.8733,67.02,67.18,0.4267,33.51
25,52.4467,1.1333,1.1667,0.4,0.33,35.29,28.29,0.7333,0.8367,64.71,71.71,0.4033,35.59
26,53.64,1.1933,1.1433,0.4533,0.3667,37.99,32.07,0.74,0.7767,62.01,67.93,0.3733,31.28
27,54.75,1.11,1.17,0.3767,0.3267,33.93,27.92,0.7333,0.8433,66.07,72.08,0.4067,36.64
28,55.9933,1.2433,1.2133,0.4167,0.4267,33.51,35.16,0.8267,0.7867,66.49,64.84,0.4,32.17
29,57.18,1.1867,1.22,0.39,0.3933,32.87,32.24,0.7967,0.8267,67.13,67.76,0.4033,33.99
30,58.3433,1.1633,1.1533,0.4033,0.3633,34.67,31.5,0.76,0.79,65.33,68.5,0.3967,34.1
31,59.4733,1.13,1.16,0.36,0.37,31.86,31.9,0.77,0.79,68.14,68.1,0.4,35.4
32,60.6367,1.1633,1.09,0.4467,0.3467,38.4,31.8,0.7167,0.7433,61.6,68.2,0.37,31.81
33,61.7567,1.12,1.1667,0.3833,0.3367,34.23,28.86,0.7367,0.83,65.77,71.14,0.4,35.71
34,62.8567,1.1,1.12,0.38,0.3533,34.55,31.55,0.72,0.7667,65.45,68.45,0.3667,33.33
35,63.96,1.1033,1.0933,0.3867,0.35,35.05,32.01,0.7167,0.7433,64.95,67.99,0.3667,33.23
36,65.1633,1.2033,1.1767,0.42,0.4167,34.9,35.41,0.7833,0.76,65.1,64.59,0.3667,30.47
37,66.3167,1.1533,1.17,0.4067,0.3633,35.26,31.05,0.7467,0.8067,64.74,68.95,0.3833,33.24
38,67.4567,1.14,1.1233,0.4167,0.3333,36.55,29.67,0.7233,0.79,63.45,70.33,0.39,34.21
39,68.67,1.2133,1.21,0.42,0.3867,34.62,31.96,0.7933,0.8233,65.38,68.04,0.4067,33.52
40,69.8367,1.1667,1.2067,0.3767,0.3833,32.29,31.77,0.79,0.8233,67.71,68.23,0.4067,34.86
41,71.0367,1.2,1.18,0.4167,0.4167,34.72,35.31,0.7833,0.7633,65.28,64.69,0.3667,30.56
42,72.2033,1.1667,1.14,0.43,0.3433,36.86,30.12,0.7367,0.7967,63.14,69.88,0.3933,33.71
43,73.3433,1.14,1.1667,0.39,0.3567,34.21,30.57,0.75,0.81,65.79,69.43,0.3933,34.5
44,74.45,1.1067,1.0867,0.4233,0.3167,38.25,29.14,0.6833,0.77,61.75,70.86,0.3667,33.13
45,75.59,1.14,1.1733,0.39,0.3733,34.21,31.82,0.75,0.8,65.79,68.18,0.3767,33.04
46,76.6467,1.0567,1.0767,0.3733,0.3067,35.33,28.48,0.6833,0.77,64.67,71.52,0.3767,35.65
47,77.8033,1.1567,1.1367,0.3767,0.4,32.56,35.19,0.78,0.7367,67.44,64.81,0.38,32.85
48,79.0133,1.21,1.2133,0.36,0.44,29.75,36.26,0.85,0.7733,70.25,63.74,0.41,33.88
49,80.2433,1.23,1.2067,0.41,0.4433,33.33,36.74,0.82,0.7633,66.67,63.26,0.3767,30.62
50,81.39,1.1467,1.1867,0.3833,0.3867,33.43,32.58,0.7633,0.8,66.57,67.42,0.3767,32.85
51,82.5333,1.1433,1.09,0.4167,0.3467,36.44,31.8,0.7267,0.7433,63.56,68.2,0.38,33.24
52,83.7633,1.23,1.2033,0.43,0.42,34.96,34.9,0.8,0.7833,65.04,65.1,0.38,30.89
53,84.9733,1.21,1.2033,0.4433,0.3733,36.64,31.02,0.7667,0.83,63.36,68.98,0.3933,32.51
54,86.16,1.1867,1.21,0.3933,0.38,33.15,31.4,0.7933,0.83,66.85,68.6,0.4133,34.83
55,87.3433,1.1833,1.2067,0.3967,0.3833,33.52,31.77,0.7867,0.8233,66.48,68.23,0.4033,34.08
56,88.6533,1.31,1.1967,0.5233,0.4,39.95,33.43,0.7867,0.7967,60.05,66.57,0.3867,29.52
57,89.78,1.1267,1.2033,0.4467,0.3433,39.64,28.53,0.68,0.86,60.36,71.47,0.3367,29.88
58,91.0733,1.2933,1.2267,0.51,0.41,39.43,33.42,0.7833,0.8167,60.57,66.58,0.3733,28.87
59,92.2767,1.2033,1.2933,0.4133,0.38,34.35,29.38,0.79,0.9133,65.65,70.62,0.41,34.07
60,93.4733,1.1967,1.2,0.41,0.3767,34.26,31.39,0.7867,0.8233,65.74,68.61,0.41,34.26
61,94.7167,1.2433,1.1833,0.4633,0.3733,37.27,31.55,0.78,0.81,62.73,68.45,0.4067,32.71
62,95.9967,1.28,1.3067,0.41,0.42,32.03,32.14,0.87,0.8867,67.97,67.86,0.45,35.16
