,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.8933,1.1033,1.0867,0.4133,0.3767,37.46,34.66,0.69,0.71,62.54,65.34,0.3133,28.4
1,23.0233,1.13,1.1433,0.42,0.4333,37.17,37.9,0.71,0.71,62.83,62.1,0.2767,24.48
2,24.14,1.1167,1.1233,0.4133,0.4133,37.01,36.8,0.7033,0.71,62.99,63.2,0.29,25.97
3,25.2367,1.0967,1.0867,0.42,0.39,38.3,35.89,0.6767,0.6967,61.7,64.11,0.2867,26.14
4,26.3467,1.11,1.1367,0.4067,0.43,36.64,37.83,0.7033,0.7067,63.36,62.17,0.2733,24.62
5,27.4567,1.11,1.1067,0.39,0.42,35.14,37.95,0.72,0.6867,64.86,62.05,0.3,27.03
6,28.61,1.1533,1.0933,0.4433,0.4033,38.44,36.89,0.71,0.69,61.56,63.11,0.3067,26.59
7,29.78,1.17,1.1733,0.4533,0.4267,38.75,36.36,0.7167,0.7467,61.25,63.64,0.29,24.79
8,30.93,1.15,1.1833,0.4267,0.44,37.1,37.18,0.7233,0.7433,62.9,62.82,0.2833,24.64
9,32.0267,1.0967,1.1133,0.4133,0.41,37.69,36.83,0.6833,0.7033,62.31,63.17,0.2733,24.92
10,33.1433,1.1167,1.1,0.4233,0.4133,37.91,37.58,0.6933,0.6867,62.09,62.42,0.28,25.07
11,34.2633,1.12,1.12,0.4133,0.4133,36.9,36.9,0.7067,0.7067,63.1,63.1,0.2933,26.19
12,35.4233,1.16,1.1467,0.43,0.4233,37.07,36.92,0.73,0.7233,62.93,63.08,0.3067,26.44
13,36.53,1.1067,1.14,0.41,0.43,37.05,37.72,0.6967,0.71,62.95,62.28,0.2667,24.1
14,37.64,1.11,1.0967,0.43,0.4133,38.74,37.69,0.68,0.6833,61.26,62.31,0.2667,24.02
15,38.76,1.12,1.1233,0.4067,0.4267,36.31,37.98,0.7133,0.6967,63.69,62.02,0.2867,25.6
16,39.8767,1.1167,1.11,0.4233,0.42,37.91,37.84,0.6933,0.69,62.09,62.16,0.2733,24.48
17,41.04,1.1633,1.1467,0.44,0.44,37.82,38.37,0.7233,0.7067,62.18,61.63,0.2833,24.36
18,42.17,1.13,1.15,0.4267,0.4233,37.76,36.81,0.7033,0.7267,62.24,63.19,0.28,24.78
19,43.3,1.13,1.12,0.4267,0.42,37.76,37.5,0.7033,0.7,62.24,62.5,0.2833,25.07
20,44.3967,1.0967,1.13,0.4,0.41,36.47,36.28,0.6967,0.72,63.53,63.72,0.2867,26.14
21,45.52,1.1233,1.11,0.4067,0.4267,36.2,38.44,0.7167,0.6833,63.8,61.56,0.29,25.82
22,46.66,1.14,1.1333,0.4167,0.44,36.55,38.82,0.7233,0.6933,63.45,61.18,0.2833,24.85
23,47.7967,1.1367,1.1233,0.42,0.42,36.95,37.39,0.7167,0.7033,63.05,62.61,0.2967,26.1
24,48.95,1.1533,1.15,0.4233,0.4333,36.71,37.68,0.73,0.7167,63.29,62.32,0.2967,25.72
25,50.01,1.06,1.1033,0.3967,0.4067,37.42,36.86,0.6633,0.6967,62.58,63.14,0.2567,24.21
26,51.1033,1.0933,1.0933,0.4,0.4233,36.59,38.72,0.6933,0.67,63.41,61.28,0.27,24.7
27,52.24,1.1367,1.1067,0.4133,0.43,36.36,38.86,0.7233,0.6767,63.64,61.14,0.2933,25.81
28,53.38,1.14,1.1167,0.4333,0.4033,38.01,36.12,0.7067,0.7133,61.99,63.88,0.3033,26.61
29,54.4833,1.1033,1.1433,0.4067,0.4167,36.86,36.44,0.6967,0.7267,63.14,63.56,0.28,25.38
30,55.6067,1.1233,1.12,0.4033,0.4333,35.91,38.69,0.72,0.6867,64.09,61.31,0.2867,25.52
31,56.7167,1.11,1.1067,0.4067,0.4133,36.64,37.35,0.7033,0.6933,63.36,62.65,0.29,26.13
32,57.83,1.1133,1.0933,0.4133,0.4067,37.13,37.2,0.7,0.6867,62.87,62.8,0.2933,26.35
