,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.32,1.2833,1.3533,0.4067,0.4133,31.69,30.54,0.8767,0.94,68.31,69.46,0.4633,36.1
1,23.6433,1.3233,1.2667,0.4833,0.4,36.52,31.58,0.84,0.8667,63.48,68.42,0.44,33.25
2,24.9467,1.3033,1.36,0.45,0.4267,34.53,31.37,0.8533,0.9333,65.47,68.63,0.4267,32.74
3,26.3633,1.4167,1.2833,0.5033,0.3667,35.53,28.57,0.9133,0.9167,64.47,71.43,0.5467,38.59
4,27.6,1.2367,1.4067,0.3467,0.3567,28.03,25.36,0.89,1.05,71.97,74.64,0.5333,43.13
5,28.9367,1.3367,1.2633,0.48,0.4,35.91,31.66,0.8567,0.8633,64.09,68.34,0.4567,34.16
6,30.1433,1.2067,1.2367,0.45,0.3767,37.29,30.46,0.7567,0.86,62.71,69.54,0.38,31.49
7,31.34,1.1967,1.2467,0.4033,0.3867,33.7,31.02,0.7933,0.86,66.3,68.98,0.4067,33.98
8,32.5467,1.2067,1.1867,0.3967,0.3533,32.87,29.78,0.81,0.8333,67.13,70.22,0.4567,37.85
9,33.81,1.2633,1.2333,0.4767,0.4067,37.73,32.97,0.7867,0.8267,62.27,67.03,0.38,30.08
10,34.98,1.17,1.23,0.36,0.3567,30.77,29.0,0.81,0.8733,69.23,71.0,0.4533,38.75
11,36.1933,1.2133,1.2067,0.3867,0.3833,31.87,31.77,0.8267,0.8233,68.13,68.23,0.4433,36.54
12,37.41,1.2167,1.21,0.3867,0.3667,31.78,30.3,0.83,0.8433,68.22,69.7,0.4633,38.08
13,38.7167,1.3067,1.23,0.4333,0.4,33.16,32.52,0.8733,0.83,66.84,67.48,0.4733,36.22
14,39.9033,1.1867,1.2933,0.4267,0.3967,35.96,30.67,0.76,0.8967,64.04,69.33,0.3633,30.62
15,41.2033,1.3,1.1967,0.4467,0.3867,34.36,32.31,0.8533,0.81,65.64,67.69,0.4667,35.9
16,42.46,1.2567,1.2867,0.43,0.39,34.22,30.31,0.8267,0.8967,65.78,69.69,0.4367,34.75
17,43.86,1.4,1.2667,0.48,0.39,34.29,30.79,0.92,0.8767,65.71,69.21,0.53,37.86
18,45.3,1.44,1.4767,0.48,0.42,33.33,28.44,0.96,1.0567,66.67,71.56,0.54,37.5
19,46.6467,1.3467,1.43,0.41,0.4067,30.45,28.44,0.9367,1.0233,69.55,71.56,0.53,39.36
20,47.8933,1.2467,1.2467,0.4033,0.34,32.35,27.27,0.8433,0.9067,67.65,72.73,0.5033,40.37
21,49.2,1.3067,1.29,0.4667,0.3933,35.71,30.49,0.84,0.8967,64.29,69.51,0.4467,34.18
22,50.5267,1.3267,1.3267,0.4967,0.41,37.44,30.9,0.83,0.9167,62.56,69.1,0.42,31.66
23,51.7633,1.2367,1.2833,0.41,0.3733,33.15,29.09,0.8267,0.91,66.85,70.91,0.4533,36.66
24,53.09,1.3267,1.2533,0.4367,0.3767,32.91,30.05,0.89,0.8767,67.09,69.95,0.5133,38.69
25,54.4,1.31,1.3167,0.47,0.3833,35.88,29.11,0.84,0.9333,64.12,70.89,0.4567,34.86
26,55.6933,1.2933,1.3167,0.48,0.4,37.11,30.38,0.8133,0.9167,62.89,69.62,0.4133,31.96
27,57.0033,1.31,1.3167,0.4167,0.3967,31.81,30.13,0.8933,0.92,68.19,69.87,0.4967,37.91
28,58.2233,1.22,1.28,0.4333,0.38,35.52,29.69,0.7867,0.9,64.48,70.31,0.4067,33.33
29,59.5767,1.3533,1.2033,0.4767,0.3867,35.22,32.13,0.8767,0.8167,64.78,67.87,0.49,36.21
30,60.71,1.1333,1.2867,0.3367,0.3,29.71,23.32,0.7967,0.9867,70.29,76.68,0.4967,43.82
31,62.07,1.36,1.2667,0.4233,0.3767,31.13,29.74,0.9367,0.89,68.87,70.26,0.56,41.18
32,63.33,1.26,1.3033,0.4467,0.3533,35.45,27.11,0.8133,0.95,64.55,72.89,0.46,36.51
33,64.5633,1.2333,1.2533,0.4167,0.35,33.78,27.93,0.8167,0.9033,66.22,72.07,0.4667,37.84
34,65.7233,1.16,1.22,0.36,0.3767,31.03,30.87,0.8,0.8433,68.97,69.13,0.4233,36.49
