,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,23.0767,1.17,1.2167,0.4267,0.4167,36.47,34.25,0.7433,0.8,63.53,65.75,0.3267,27.92
1,24.13,1.0533,1.09,0.4133,0.37,39.24,33.94,0.64,0.72,60.76,66.06,0.27,25.63
2,25.2033,1.0733,1.07,0.4133,0.3833,38.51,35.83,0.66,0.6867,61.49,64.17,0.2767,25.78
3,26.3267,1.1233,1.1133,0.4133,0.4167,36.8,37.43,0.71,0.6967,63.2,62.57,0.2933,26.11
4,27.41,1.0833,1.15,0.35,0.4267,32.31,37.1,0.7333,0.7233,67.69,62.9,0.3067,28.31
5,28.6167,1.2067,1.1267,0.43,0.42,35.64,37.28,0.7767,0.7067,64.36,62.72,0.3567,29.56
6,29.6933,1.0767,1.12,0.41,0.4067,38.08,36.31,0.6667,0.7133,61.92,63.69,0.26,24.15
7,30.78,1.0867,1.06,0.42,0.3867,38.65,36.48,0.6667,0.6733,61.35,63.52,0.28,25.77
8,31.8433,1.0633,1.09,0.3833,0.3867,36.05,35.47,0.68,0.7033,63.95,64.53,0.2933,27.59
9,32.9233,1.08,1.06,0.4133,0.37,38.27,34.91,0.6667,0.69,61.73,65.09,0.2967,27.47
10,34.0333,1.11,1.1267,0.4133,0.43,37.24,38.17,0.6967,0.6967,62.76,61.83,0.2667,24.02
11,35.1267,1.0933,1.0667,0.4233,0.3833,38.72,35.94,0.67,0.6833,61.28,64.06,0.2867,26.22
12,36.2133,1.0867,1.11,0.41,0.4133,37.73,37.24,0.6767,0.6967,62.27,62.76,0.2633,24.23
13,37.3333,1.12,1.0933,0.4267,0.4,38.1,36.59,0.6933,0.6933,61.9,63.41,0.2933,26.19
14,38.4467,1.1133,1.13,0.4233,0.4133,38.02,36.58,0.69,0.7167,61.98,63.42,0.2767,24.85
15,39.55,1.1033,1.12,0.4033,0.4233,36.56,37.8,0.7,0.6967,63.44,62.2,0.2767,25.08
16,40.6567,1.1067,1.0933,0.41,0.4067,37.05,37.2,0.6967,0.6867,62.95,62.8,0.29,26.2
17,41.7467,1.09,1.09,0.4067,0.3967,37.31,36.39,0.6833,0.6933,62.69,63.61,0.2867,26.3
18,42.8433,1.0967,1.09,0.4033,0.3933,36.78,36.09,0.6933,0.6967,63.22,63.91,0.3,27.36
19,43.9733,1.13,1.1267,0.41,0.4133,36.28,36.69,0.72,0.7133,63.72,63.31,0.3067,27.14
20,45.1333,1.16,1.13,0.4267,0.4067,36.78,35.99,0.7333,0.7233,63.22,64.01,0.3267,28.16
21,46.2267,1.0933,1.1433,0.4033,0.41,36.89,35.86,0.69,0.7333,63.11,64.14,0.28,25.61
22,47.2967,1.07,1.0467,0.41,0.37,38.32,35.35,0.66,0.6767,61.68,64.65,0.29,27.1
23,48.4167,1.12,1.1133,0.4033,0.4033,36.01,36.23,0.7167,0.71,63.99,63.77,0.3133,27.98
24,49.5267,1.11,1.11,0.4133,0.3967,37.24,35.74,0.6967,0.7133,62.76,64.26,0.3,27.03
25,50.6833,1.1567,1.1567,0.42,0.4133,36.31,35.73,0.7367,0.7433,63.69,64.27,0.3233,27.95
26,51.8233,1.14,1.1433,0.4233,0.4333,37.13,37.9,0.7167,0.71,62.87,62.1,0.2833,24.85
27,52.9267,1.1033,1.13,0.3933,0.4167,35.65,36.87,0.71,0.7133,64.35,63.13,0.2933,26.59
28,54.0067,1.08,1.0833,0.3967,0.39,36.73,36.0,0.6833,0.6933,63.27,64.0,0.2933,27.16
29,55.1033,1.0967,1.0867,0.4033,0.4067,36.78,37.42,0.6933,0.68,63.22,62.58,0.2867,26.14
30,56.1767,1.0733,1.0767,0.39,0.38,36.34,35.29,0.6833,0.6967,63.66,64.71,0.3033,28.26
31,57.29,1.1133,1.0933,0.4,0.3933,35.93,35.98,0.7133,0.7,64.07,64.02,0.32,28.74
32,58.3867,1.0967,1.1267,0.39,0.4067,35.56,36.09,0.7067,0.72,64.44,63.91,0.3,27.36
33,59.48,1.0933,1.1,0.3933,0.4033,35.98,36.67,0.7,0.6967,64.02,63.33,0.2967,27.13
34,60.56,1.08,1.0767,0.3967,0.4033,36.73,37.46,0.6833,0.6733,63.27,62.54,0.28,25.93
35,61.69,1.13,1.0833,0.4267,0.4,37.76,36.92,0.7033,0.6833,62.24,63.08,0.3033,26.84
36,62.84,1.15,1.1267,0.4133,0.3867,35.94,34.32,0.7367,0.74,64.06,65.68,0.35,30.43
37,63.94,1.1,1.1333,0.4,0.39,36.36,34.41,0.7,0.7433,63.64,65.59,0.31,28.18
38,65.0367,1.0967,1.1333,0.39,0.4067,35.56,35.88,0.7067,0.7267,64.44,64.12,0.3,27.36
39,66.1367,1.1,1.0833,0.41,0.3967,37.27,36.62,0.69,0.6867,62.73,63.38,0.2933,26.67
40,67.2667,1.13,1.0867,0.4267,0.3967,37.76,36.5,0.7033,0.69,62.24,63.5,0.3067,27.14
41,68.4,1.1333,1.1733,0.41,0.42,36.18,35.8,0.7233,0.7533,63.82,64.2,0.3033,26.76
42,69.5833,1.1833,1.14,0.4433,0.42,37.46,36.84,0.74,0.72,62.54,63.16,0.32,27.04
43,70.82,1.2367,1.14,0.5167,0.4,41.78,35.09,0.72,0.74,58.22,64.91,0.32,25.88
44,72.2233,1.4033,1.3633,0.5067,0.4967,36.1,36.43,0.8967,0.8667,63.9,63.57,0.4,28.5
45,73.57,1.3467,1.4233,0.4667,0.5,34.65,35.13,0.88,0.9233,65.35,64.87,0.38,28.22
46,74.7833,1.2133,1.2533,0.44,0.4333,36.26,34.57,0.7733,0.82,63.74,65.43,0.34,28.02
47,75.93,1.1467,1.1833,0.43,0.4167,37.5,35.21,0.7167,0.7667,62.5,64.79,0.3,26.16
48,77.04,1.11,1.11,0.4167,0.3967,37.54,35.74,0.6933,0.7133,62.46,64.26,0.2967,26.73
49,78.17,1.13,1.11,0.4367,0.39,38.64,35.14,0.6933,0.72,61.36,64.86,0.3033,26.84
50,79.33,1.16,1.1533,0.4433,0.4167,38.22,36.13,0.7167,0.7367,61.78,63.87,0.3,25.86
51,80.5267,1.1967,1.18,0.4433,0.4267,37.05,36.16,0.7533,0.7533,62.95,63.84,0.3267,27.3
52,81.6133,1.0867,1.1467,0.4033,0.3867,37.12,33.72,0.6833,0.76,62.88,66.28,0.2967,27.3
53,82.7,1.0867,1.1067,0.4033,0.41,37.12,37.05,0.6833,0.6967,62.88,62.95,0.2733,25.15
54,83.8167,1.1167,1.0767,0.4267,0.3967,38.21,36.84,0.69,0.68,61.79,63.16,0.2933,26.27
55,84.92,1.1033,1.0967,0.4133,0.3667,37.46,33.43,0.69,0.73,62.54,66.57,0.3233,29.31
56,86.0367,1.1167,1.1367,0.4233,0.4167,37.91,36.66,0.6933,0.72,62.09,63.34,0.2767,24.78
57,87.08,1.0433,1.0867,0.3867,0.3867,37.06,35.58,0.6567,0.7,62.94,64.42,0.27,25.88
58,88.1433,1.0633,1.06,0.3933,0.3967,36.99,37.42,0.67,0.6633,63.01,62.58,0.2733,25.71
59,89.2367,1.0933,1.07,0.4167,0.4067,38.11,38.01,0.6767,0.6633,61.89,61.99,0.27,24.7
