,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.94,1.35,1.36,0.37,0.5167,27.41,37.99,0.98,0.8433,72.59,62.01,0.4633,34.32
1,24.3,1.36,1.34,0.39,0.4967,28.68,37.06,0.97,0.8433,71.32,62.94,0.4733,34.8
2,25.6767,1.3767,1.36,0.4833,0.49,35.11,36.03,0.8933,0.87,64.89,63.97,0.4033,29.3
3,27.2167,1.54,1.5,0.48,0.62,31.17,41.33,1.06,0.88,68.83,58.67,0.44,28.57
4,28.6233,1.4067,1.4567,0.4933,0.54,35.07,37.07,0.9133,0.9167,64.93,62.93,0.3733,26.54
5,29.9467,1.3233,1.3567,0.3833,0.4967,28.97,36.61,0.94,0.86,71.03,63.39,0.4433,33.5
6,31.2133,1.2667,1.2933,0.4533,0.47,35.79,36.34,0.8133,0.8233,64.21,63.66,0.3433,27.11
7,32.4933,1.28,1.2633,0.3933,0.48,30.73,37.99,0.8867,0.7833,69.27,62.01,0.4067,31.77
8,33.7433,1.25,1.2933,0.3567,0.5,28.53,38.66,0.8933,0.7933,71.47,61.34,0.3933,31.47
9,34.95,1.2067,1.2267,0.3267,0.4733,27.07,38.59,0.88,0.7533,72.93,61.41,0.4067,33.7
10,36.25,1.3,1.23,0.3733,0.4767,28.72,38.75,0.9267,0.7533,71.28,61.25,0.45,34.62
11,37.5067,1.2567,1.2967,0.3667,0.4867,29.18,37.53,0.89,0.81,70.82,62.47,0.4033,32.1
12,38.7833,1.2767,1.2767,0.3667,0.4933,28.72,38.64,0.91,0.7833,71.28,61.36,0.4167,32.64
13,40.0933,1.31,1.2833,0.43,0.5333,32.82,41.56,0.88,0.75,67.18,58.44,0.3467,26.46
14,41.32,1.2267,1.2567,0.4333,0.4667,35.33,37.14,0.7933,0.79,64.67,62.86,0.3267,26.63
15,42.6133,1.2933,1.2567,0.48,0.48,37.11,38.2,0.8133,0.7767,62.89,61.8,0.3333,25.77
16,43.88,1.2667,1.29,0.4567,0.4967,36.05,38.5,0.81,0.7933,63.95,61.5,0.3133,24.74
17,45.1567,1.2767,1.27,0.45,0.48,35.25,37.8,0.8267,0.79,64.75,62.2,0.3467,27.15
18,46.4233,1.2667,1.31,0.3467,0.5133,27.37,39.19,0.92,0.7967,72.63,60.81,0.4067,32.11
19,47.6867,1.2633,1.24,0.3533,0.4767,27.97,38.44,0.91,0.7633,72.03,61.56,0.4333,34.3
20,48.8667,1.18,1.1867,0.3467,0.4467,29.38,37.64,0.8333,0.74,70.62,62.36,0.3867,32.77
21,50.05,1.1833,1.17,0.3567,0.4233,30.14,36.18,0.8267,0.7467,69.86,63.82,0.4033,34.08
22,51.29,1.24,1.2633,0.3833,0.4967,30.91,39.31,0.8567,0.7667,69.09,60.69,0.36,29.03
23,52.5167,1.2267,1.2267,0.37,0.4833,30.16,39.4,0.8567,0.7433,69.84,60.6,0.3733,30.43
24,53.7367,1.22,1.2133,0.3667,0.4833,30.05,39.84,0.8533,0.73,69.95,60.16,0.37,30.33
25,55.03,1.2933,1.24,0.4167,0.47,32.22,37.9,0.8767,0.77,67.78,62.1,0.4067,31.44
26,56.26,1.23,1.2733,0.38,0.49,30.89,38.48,0.85,0.7833,69.11,61.52,0.36,29.27
27,57.4967,1.2367,1.25,0.3567,0.49,28.84,39.2,0.88,0.76,71.16,60.8,0.39,31.54
28,58.8133,1.3167,1.2567,0.41,0.52,31.14,41.38,0.9067,0.7367,68.86,58.62,0.3867,29.37
29,60.0367,1.2233,1.2733,0.3867,0.5,31.61,39.27,0.8367,0.7733,68.39,60.73,0.3367,27.52
30,61.2967,1.26,1.24,0.4267,0.4833,33.86,38.98,0.8333,0.7567,66.14,61.02,0.35,27.78
31,62.5033,1.2067,1.2233,0.35,0.4433,29.01,36.24,0.8567,0.78,70.99,63.76,0.4133,34.25
32,63.74,1.2367,1.24,0.3667,0.4733,29.65,38.17,0.87,0.7667,70.35,61.83,0.3967,32.08
33,64.9933,1.2533,1.2433,0.3867,0.4933,30.85,39.68,0.8667,0.75,69.15,60.32,0.3733,29.79
34,66.18,1.1867,1.2067,0.3833,0.4767,32.3,39.5,0.8033,0.73,67.7,60.5,0.3267,27.53
35,67.36,1.18,1.1833,0.3933,0.47,33.33,39.72,0.7867,0.7133,66.67,60.28,0.3167,26.84
36,68.56,1.2,1.2133,0.36,0.48,30.0,39.56,0.84,0.7333,70.0,60.44,0.36,30.0
37,69.75,1.19,1.17,0.37,0.4433,31.09,37.89,0.82,0.7267,68.91,62.11,0.3767,31.65
38,71.0733,1.3233,1.2567,0.4967,0.5167,37.53,41.11,0.8267,0.74,62.47,58.89,0.31,23.43
39,72.3767,1.3033,1.3167,0.39,0.51,29.92,38.73,0.9133,0.8067,70.08,61.27,0.4033,30.95
40,73.5633,1.1867,1.28,0.3433,0.4867,28.93,38.02,0.8433,0.7933,71.07,61.98,0.3567,30.06
41,74.72,1.1567,1.1367,0.34,0.43,29.39,37.83,0.8167,0.7067,70.61,62.17,0.3867,33.43
42,75.8667,1.1467,1.17,0.3167,0.44,27.62,37.61,0.83,0.73,72.38,62.39,0.39,34.01
43,77.09,1.2233,1.18,0.3567,0.4633,29.16,39.27,0.8667,0.7167,70.84,60.73,0.4033,32.97
44,78.3467,1.2567,1.2167,0.41,0.48,32.63,39.45,0.8467,0.7367,67.37,60.55,0.3667,29.18
45,79.54,1.1933,1.2433,0.3433,0.4667,28.77,37.53,0.85,0.7767,71.23,62.47,0.3833,32.12
46,80.7833,1.2433,1.19,0.3833,0.4533,30.83,38.1,0.86,0.7367,69.17,61.9,0.4067,32.71
47,82.0433,1.26,1.3,0.3733,0.4967,29.63,38.21,0.8867,0.8033,70.37,61.79,0.39,30.95
48,83.2767,1.2333,1.2267,0.35,0.4933,28.38,40.22,0.8833,0.7333,71.62,59.78,0.39,31.62
49,84.5367,1.26,1.2433,0.42,0.4933,33.33,39.68,0.84,0.75,66.67,60.32,0.3467,27.51
50,85.83,1.2933,1.28,0.4033,0.5133,31.19,40.1,0.89,0.7667,68.81,59.9,0.3767,29.12
51,87.1167,1.2867,1.2867,0.4267,0.5033,33.16,39.12,0.86,0.7833,66.84,60.88,0.3567,27.72
52,88.39,1.2733,1.28,0.36,0.49,28.27,38.28,0.9133,0.79,71.73,61.72,0.4233,33.25
53,89.65,1.26,1.2667,0.3733,0.4833,29.63,38.16,0.8867,0.7833,70.37,61.84,0.4033,32.01
54,90.8667,1.2167,1.2367,0.3333,0.4433,27.4,35.85,0.8833,0.7933,72.6,64.15,0.44,36.16
55,92.1367,1.27,1.2633,0.4067,0.5167,32.02,40.9,0.8633,0.7467,67.98,59.1,0.3467,27.3
56,93.42,1.2833,1.2567,0.44,0.5,34.29,39.79,0.8433,0.7567,65.71,60.21,0.3433,26.75
57,94.67,1.25,1.26,0.3933,0.4967,31.47,39.42,0.8567,0.7633,68.53,60.58,0.36,28.8
58,95.9333,1.2633,1.25,0.3833,0.47,30.34,37.6,0.88,0.78,69.66,62.4,0.41,32.45
59,97.3267,1.3933,1.3133,0.52,0.5133,37.32,39.09,0.8733,0.8,62.68,60.91,0.36,25.84
60,98.67,1.3433,1.41,0.4567,0.5333,34.0,37.83,0.8867,0.8767,66.0,62.17,0.3533,26.3
61,99.9867,1.3167,1.3367,0.3933,0.5067,29.87,37.91,0.9233,0.83,70.13,62.09,0.4167,31.65
62,101.1433,1.1567,1.3,0.29,0.39,25.07,30.0,0.8667,0.91,74.93,70.0,0.4767,41.21
63,101.92,0.7767,1.0167,0.0967,0.2667,12.45,26.23,0.68,0.75,87.55,73.77,0.4133,53.22
64,103.1833,1.2633,0.8833,0.3967,0.46,31.4,52.08,0.8667,0.4233,68.6,47.92,0.4067,32.19
65,104.4633,1.28,1.3933,0.2867,0.55,22.4,39.47,0.9933,0.8433,77.6,60.53,0.4433,34.64
66,105.5633,1.1,1.0133,0.3333,0.3267,30.3,32.24,0.7667,0.6867,69.7,67.76,0.44,40.0
67,106.9067,1.3433,1.3233,0.37,0.5133,27.54,38.79,0.9733,0.81,72.46,61.21,0.46,34.24
68,108.0933,1.1867,1.2033,0.3767,0.4433,31.74,36.84,0.81,0.76,68.26,63.16,0.3667,30.9
69,109.4167,1.3233,1.2633,0.38,0.5233,28.72,41.42,0.9433,0.74,71.28,58.58,0.42,31.74
70,110.71,1.2933,1.3267,0.3767,0.48,29.12,36.18,0.9167,0.8467,70.88,63.82,0.4367,33.76
71,111.9767,1.2667,1.2833,0.3733,0.48,29.47,37.4,0.8933,0.8033,70.53,62.6,0.4133,32.63
72,113.2367,1.26,1.2767,0.3867,0.5,30.69,39.16,0.8733,0.7767,69.31,60.84,0.3733,29.63
73,114.5233,1.2867,1.26,0.4033,0.5133,31.35,40.74,0.8833,0.7467,68.65,59.26,0.37,28.76
74,115.73,1.2067,1.2367,0.3633,0.4667,30.11,37.74,0.8433,0.77,69.89,62.26,0.3767,31.22
75,116.97,1.24,1.23,0.3767,0.4933,30.38,40.11,0.8633,0.7367,69.62,59.89,0.37,29.84
76,118.1867,1.2167,1.2267,0.3367,0.4733,27.67,38.59,0.88,0.7533,72.33,61.41,0.4067,33.42
77,119.47,1.2833,1.2433,0.4667,0.4967,36.36,39.95,0.8167,0.7467,63.64,60.05,0.32,24.94
78,120.7167,1.2467,1.2467,0.39,0.4667,31.28,37.43,0.8567,0.78,68.72,62.57,0.39,31.28
79,121.9867,1.27,1.28,0.3967,0.49,31.23,38.28,0.8733,0.79,68.77,61.72,0.3833,30.18
80,123.2767,1.29,1.3,0.37,0.5133,28.68,39.49,0.92,0.7867,71.32,60.51,0.4067,31.52
81,124.5233,1.2467,1.2533,0.3433,0.5033,27.54,40.16,0.9033,0.75,72.46,59.84,0.4,32.09
82,125.7667,1.2433,1.2667,0.3267,0.5033,26.27,39.74,0.9167,0.7633,73.73,60.26,0.4133,33.24
83,127.0467,1.28,1.2067,0.4,0.4433,31.25,36.74,0.88,0.7633,68.75,63.26,0.4367,34.11
84,128.24,1.1933,1.3033,0.2867,0.48,24.02,36.83,0.9067,0.8233,75.98,63.17,0.4267,35.75
85,129.42,1.18,1.1233,0.3467,0.4133,29.38,36.8,0.8333,0.71,70.62,63.2,0.42,35.59
86,130.6567,1.2367,1.2333,0.4133,0.4667,33.42,37.84,0.8233,0.7667,66.58,62.16,0.3567,28.84
87,131.8533,1.1967,1.21,0.3433,0.4433,28.69,36.64,0.8533,0.7667,71.31,63.36,0.41,34.26
88,133.1,1.2467,1.2067,0.3933,0.4733,31.55,39.23,0.8533,0.7333,68.45,60.77,0.38,30.48
89,134.3367,1.2367,1.2567,0.4167,0.4733,33.69,37.67,0.82,0.7833,66.31,62.33,0.3467,28.03
