,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.5,1.03,1.03,0.3833,0.32,37.22,31.07,0.6467,0.71,62.78,68.93,0.3267,31.72
1,23.53,1.03,1.0133,0.4033,0.3133,39.16,30.92,0.6267,0.7,60.84,69.08,0.3133,30.42
2,24.5833,1.0533,1.0533,0.4,0.3167,37.97,30.06,0.6533,0.7367,62.03,69.94,0.3367,31.96
3,25.63,1.0467,1.06,0.3833,0.3367,36.62,31.76,0.6633,0.7233,63.38,68.24,0.3267,31.21
4,26.6767,1.0467,1.0433,0.3767,0.3167,35.99,30.35,0.67,0.7267,64.01,69.65,0.3533,33.76
5,27.7033,1.0267,1.04,0.3833,0.3233,37.34,31.09,0.6433,0.7167,62.66,68.91,0.32,31.17
6,28.73,1.0267,1.0167,0.3833,0.3267,37.34,32.13,0.6433,0.69,62.66,67.87,0.3167,30.84
7,29.7433,1.0133,1.03,0.37,0.3333,36.51,32.36,0.6433,0.6967,63.49,67.64,0.31,30.59
8,30.78,1.0367,1.02,0.3933,0.3333,37.94,32.68,0.6433,0.6867,62.06,67.32,0.31,29.9
9,31.81,1.03,1.0233,0.38,0.3167,36.89,30.94,0.65,0.7067,63.11,69.06,0.3333,32.36
10,32.8567,1.0467,1.0633,0.3767,0.3367,35.99,31.66,0.67,0.7267,64.01,68.34,0.3333,31.85
11,33.88,1.0233,1.0167,0.3867,0.33,37.79,32.46,0.6367,0.6867,62.21,67.54,0.3067,29.97
12,34.9067,1.0267,1.0333,0.3833,0.3267,37.34,31.61,0.6433,0.7067,62.66,68.39,0.3167,30.84
13,35.93,1.0233,1.0067,0.3833,0.31,37.46,30.79,0.64,0.6967,62.54,69.21,0.33,32.25
14,36.95,1.02,1.05,0.3767,0.3333,36.93,31.75,0.6433,0.7167,63.07,68.25,0.31,30.39
15,37.98,1.03,1.0133,0.3867,0.3267,37.54,32.24,0.6433,0.6867,62.46,67.76,0.3167,30.74
16,39.0167,1.0367,1.0333,0.3967,0.3433,38.26,33.23,0.64,0.69,61.74,66.77,0.2967,28.62
17,40.06,1.0433,1.05,0.3933,0.3433,37.7,32.7,0.65,0.7067,62.3,67.3,0.3067,29.39
18,41.0933,1.0333,1.0133,0.3967,0.3367,38.39,33.22,0.6367,0.6767,61.61,66.78,0.3,29.03
19,42.0933,1.0,1.0267,0.3667,0.32,36.67,31.17,0.6333,0.7067,63.33,68.83,0.3133,31.33
20,43.1033,1.01,1.0133,0.3767,0.3267,37.29,32.24,0.6333,0.6867,62.71,67.76,0.3067,30.36
21,44.15,1.0467,1.0367,0.3867,0.35,36.94,33.76,0.66,0.6867,63.06,66.24,0.31,29.62
22,45.22,1.07,1.03,0.4133,0.3367,38.63,32.69,0.6567,0.6933,61.37,67.31,0.32,29.91
23,46.26,1.04,1.0567,0.3933,0.3367,37.82,31.86,0.6467,0.72,62.18,68.14,0.31,29.81
24,47.2667,1.0067,1.0333,0.38,0.33,37.75,31.94,0.6267,0.7033,62.25,68.06,0.2967,29.47
25,48.32,1.0533,1.0367,0.3933,0.3433,37.34,33.12,0.66,0.6933,62.66,66.88,0.3167,30.06
26,49.3367,1.0167,1.04,0.3767,0.3433,37.05,33.01,0.64,0.6967,62.95,66.99,0.2967,29.18
27,50.3567,1.02,1.0133,0.3733,0.3367,36.6,33.22,0.6467,0.6767,63.4,66.78,0.31,30.39
28,51.3867,1.03,1.0067,0.3833,0.3067,37.22,30.46,0.6467,0.7,62.78,69.54,0.34,33.01
29,52.3767,0.99,1.0333,0.3567,0.3233,36.03,31.29,0.6333,0.71,63.97,68.71,0.31,31.31
