,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.5267,1.13,1.1733,0.3833,0.39,33.92,33.24,0.7467,0.7833,66.08,66.76,0.3567,31.56
1,23.6433,1.1167,1.1267,0.3733,0.3867,33.43,34.32,0.7433,0.74,66.57,65.68,0.3567,31.94
2,24.7167,1.0733,1.1,0.3667,0.3667,34.16,33.33,0.7067,0.7333,65.84,66.67,0.34,31.68
3,25.84,1.1233,1.0733,0.4033,0.3433,35.91,31.99,0.72,0.73,64.09,68.01,0.3767,33.53
4,26.9733,1.1333,1.1233,0.3933,0.3933,34.71,35.01,0.74,0.73,65.29,64.99,0.3467,30.59
5,28.04,1.0667,1.12,0.3533,0.3867,33.12,34.52,0.7133,0.7333,66.88,65.48,0.3267,30.62
6,29.1033,1.0633,1.0467,0.3733,0.35,35.11,33.44,0.69,0.6967,64.89,66.56,0.34,31.97
7,30.1933,1.09,1.0933,0.37,0.3767,33.94,34.45,0.72,0.7167,66.06,65.55,0.3433,31.5
8,31.4,1.2067,1.1267,0.4133,0.39,34.25,34.62,0.7933,0.7367,65.75,65.38,0.4033,33.43
9,32.6167,1.2167,1.1967,0.3933,0.4033,32.33,33.7,0.8233,0.7933,67.67,66.3,0.42,34.52
10,33.8233,1.2067,1.22,0.4067,0.3867,33.7,31.69,0.8,0.8333,66.3,68.31,0.4133,34.25
11,35.0833,1.26,1.2533,0.37,0.42,29.37,33.51,0.89,0.8333,70.63,66.49,0.47,37.3
12,36.3367,1.2533,1.2367,0.4133,0.4033,32.98,32.61,0.84,0.8333,67.02,67.39,0.4367,34.84
13,37.4733,1.1367,1.1867,0.3967,0.3667,34.9,30.9,0.74,0.82,65.1,69.1,0.3733,32.84
14,38.7133,1.24,1.1967,0.4333,0.4167,34.95,34.82,0.8067,0.78,65.05,65.18,0.39,31.45
15,39.91,1.1967,1.1967,0.41,0.3867,34.26,32.31,0.7867,0.81,65.74,67.69,0.4,33.43
16,41.0933,1.1833,1.21,0.38,0.3733,32.11,30.85,0.8033,0.8367,67.89,69.15,0.43,36.34
17,42.2667,1.1733,1.17,0.3933,0.38,33.52,32.48,0.78,0.79,66.48,67.52,0.4,34.09
18,43.4667,1.2,1.2167,0.39,0.3767,32.5,30.96,0.81,0.84,67.5,69.04,0.4333,36.11
19,44.64,1.1733,1.17,0.4,0.38,34.09,32.48,0.7733,0.79,65.91,67.52,0.3933,33.52
20,45.8333,1.1933,1.1967,0.4,0.41,33.52,34.26,0.7933,0.7867,66.48,65.74,0.3833,32.12
21,46.9367,1.1033,1.15,0.36,0.3567,32.63,31.01,0.7433,0.7933,67.37,68.99,0.3867,35.05
22,48.0667,1.13,1.0833,0.3933,0.3533,34.81,32.62,0.7367,0.73,65.19,67.38,0.3833,33.92
23,49.2367,1.17,1.16,0.4067,0.3733,34.76,32.18,0.7633,0.7867,65.24,67.82,0.39,33.33
24,50.33,1.0933,1.1467,0.3467,0.3633,31.71,31.69,0.7467,0.7833,68.29,68.31,0.3833,35.06
25,51.56,1.23,1.1333,0.41,0.3933,33.33,34.71,0.82,0.74,66.67,65.29,0.4267,34.69
26,52.7967,1.2367,1.2433,0.3833,0.3233,31.0,26.01,0.8533,0.92,69.0,73.99,0.53,42.86
27,53.95,1.1533,1.2367,0.3367,0.3667,29.19,29.65,0.8167,0.87,70.81,70.35,0.45,39.02
28,55.1567,1.2067,1.1567,0.3867,0.37,32.04,31.99,0.82,0.7867,67.96,68.01,0.45,37.29
