,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.6067,1.11,0.8567,0.47,0.3267,42.34,38.13,0.64,0.53,57.66,61.87,0.3133,28.23
1,22.6,0.9933,0.98,0.4867,0.21,48.99,21.43,0.5067,0.77,51.01,78.57,0.2967,29.87
2,23.5867,0.9867,1.28,0.1867,0.41,18.92,32.03,0.8,0.87,81.08,67.97,0.39,39.53
3,24.5967,1.01,0.76,0.5567,0.2733,55.12,35.96,0.4533,0.4867,44.88,64.04,0.18,17.82
4,25.7633,1.1667,1.2833,0.3267,0.5033,28.0,39.22,0.84,0.78,72.0,60.78,0.3367,28.86
5,26.8933,1.13,1.1867,0.3533,0.5167,31.27,43.54,0.7767,0.67,68.73,56.46,0.26,23.01
6,28.0033,1.11,1.06,0.3667,0.4067,33.03,38.36,0.7433,0.6533,66.97,61.64,0.3367,30.33
7,29.01,1.0067,1.0167,0.26,0.3567,25.83,35.08,0.7467,0.66,74.17,64.92,0.39,38.74
8,29.9967,0.9867,0.91,0.4367,0.3033,44.26,33.33,0.55,0.6067,55.74,66.67,0.2467,25.0
9,31.2367,1.24,1.3167,0.29,0.5633,23.39,42.78,0.95,0.7533,76.61,57.22,0.3867,31.18
10,32.36,1.1233,0.92,0.61,0.28,54.3,30.43,0.5133,0.64,45.7,69.57,0.2333,20.77
11,33.6933,1.3333,1.3767,0.5333,0.5167,40.0,37.53,0.8,0.86,60.0,62.47,0.2833,21.25
12,34.4,0.7067,1.0367,0.17,0.2733,24.06,26.37,0.5367,0.7633,75.94,73.63,0.2633,37.26
13,35.2667,0.8667,0.87,0.2233,0.4167,25.77,47.89,0.6433,0.4533,74.23,52.11,0.2267,26.15
14,36.0667,0.8,0.71,0.3367,0.24,42.08,33.8,0.4633,0.47,57.92,66.2,0.2233,27.92
15,37.3067,1.24,0.8667,0.67,0.3467,54.03,40.0,0.57,0.52,45.97,60.0,0.2233,18.01
16,38.01,0.7033,1.1167,0.1767,0.2533,25.12,22.69,0.5267,0.8633,74.88,77.31,0.2733,38.86
17,39.1,1.09,0.9567,0.3567,0.3467,32.72,36.24,0.7333,0.61,67.28,63.76,0.3867,35.47
18,40.4433,1.3433,1.1167,0.6367,0.4333,47.39,38.81,0.7067,0.6833,52.61,61.19,0.2733,20.35
19,41.4967,1.0533,1.3367,0.3133,0.4733,29.75,35.41,0.74,0.8633,70.25,64.59,0.2667,25.32
20,42.5967,1.1,0.9167,0.5133,0.3633,46.67,39.64,0.5867,0.5533,53.33,60.36,0.2233,20.3
21,43.6333,1.0367,1.0967,0.4267,0.2467,41.16,22.49,0.61,0.85,58.84,77.51,0.3633,35.05
22,45.4167,1.7833,1.6567,0.55,0.9067,30.84,54.73,1.2333,0.75,69.16,45.27,0.3267,18.32
23,46.49,1.0733,1.19,0.3967,0.3533,36.96,29.69,0.6767,0.8367,63.04,70.31,0.3233,30.12
24,47.4933,1.0033,1.09,0.3,0.4,29.9,36.7,0.7033,0.69,70.1,63.3,0.3033,30.23
25,48.54,1.0467,0.8733,0.3933,0.2233,37.58,25.57,0.6533,0.65,62.42,74.43,0.43,41.08
26,49.77,1.23,1.4833,0.26,0.5867,21.14,39.55,0.97,0.8967,78.86,60.45,0.3833,31.17
27,50.8233,1.0533,0.8667,0.39,0.3133,37.03,36.15,0.6633,0.5533,62.97,63.85,0.35,33.23
28,52.18,1.3567,1.24,0.5567,0.4667,41.03,37.63,0.8,0.7733,58.97,62.37,0.3333,24.57
29,53.18,1.0,1.3567,0.2167,0.4867,21.67,35.87,0.7833,0.87,78.33,64.13,0.2967,29.67
