,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.8633,1.1667,1.0733,0.4,0.3167,34.29,29.5,0.7667,0.7567,65.71,70.5,0.45,38.57
1,23.1367,1.2733,1.2233,0.45,0.4067,35.34,33.24,0.8233,0.8167,64.66,66.76,0.4167,32.72
2,24.41,1.2733,1.34,0.4133,0.47,32.46,35.07,0.86,0.87,67.54,64.93,0.39,30.63
3,25.7033,1.2933,1.2667,0.44,0.4867,34.02,38.42,0.8533,0.78,65.98,61.58,0.3667,28.35
4,26.99,1.2867,1.1867,0.5367,0.38,41.71,32.02,0.75,0.8067,58.29,67.98,0.37,28.76
5,28.17,1.18,1.2967,0.43,0.4067,36.44,31.36,0.75,0.89,63.56,68.64,0.3433,29.1
6,29.4133,1.2433,1.2567,0.4,0.4333,32.17,34.48,0.8433,0.8233,67.83,65.52,0.41,32.98
7,30.7233,1.31,1.3067,0.39,0.48,29.77,36.73,0.92,0.8267,70.23,63.27,0.44,33.59
8,32.1,1.3767,1.2933,0.4667,0.4767,33.9,36.86,0.91,0.8167,66.1,63.14,0.4333,31.48
9,33.2767,1.1767,1.2933,0.3767,0.4067,32.01,31.44,0.8,0.8867,67.99,68.56,0.3933,33.43
10,34.55,1.2733,1.21,0.45,0.47,35.34,38.84,0.8233,0.74,64.66,61.16,0.3533,27.75
11,35.77,1.22,1.2567,0.3933,0.4033,32.24,32.1,0.8267,0.8533,67.76,67.9,0.4233,34.7
12,36.9633,1.1933,1.2067,0.38,0.3867,31.84,32.04,0.8133,0.82,68.16,67.96,0.4267,35.75
13,38.2167,1.2533,1.21,0.41,0.3967,32.71,32.78,0.8433,0.8133,67.29,67.22,0.4467,35.64
14,39.49,1.2733,1.26,0.4367,0.4333,34.29,34.39,0.8367,0.8267,65.71,65.61,0.4033,31.68
15,40.75,1.26,1.3033,0.39,0.4967,30.95,38.11,0.87,0.8067,69.05,61.89,0.3733,29.63
16,42.0367,1.2867,1.2467,0.4367,0.47,33.94,37.7,0.85,0.7767,66.06,62.3,0.38,29.53
17,43.2933,1.2567,1.2233,0.4433,0.4133,35.28,33.79,0.8133,0.81,64.72,66.21,0.4,31.83
18,44.7067,1.4133,1.4567,0.38,0.58,26.89,39.82,1.0333,0.8767,73.11,60.18,0.4533,32.08
19,45.9833,1.2767,1.34,0.3,0.4867,23.5,36.32,0.9767,0.8533,76.5,63.68,0.49,38.38
20,47.2333,1.25,1.1967,0.4067,0.4167,32.53,34.82,0.8433,0.78,67.47,65.18,0.4267,34.13
21,48.5433,1.31,1.2967,0.42,0.49,32.06,37.79,0.89,0.8067,67.94,62.21,0.4,30.53
22,49.83,1.2867,1.3067,0.38,0.4633,29.53,35.46,0.9067,0.8433,70.47,64.54,0.4433,34.46
23,51.1,1.27,1.2567,0.4367,0.46,34.38,36.6,0.8333,0.7967,65.62,63.4,0.3733,29.4
24,52.4733,1.3733,1.2833,0.52,0.4633,37.86,36.1,0.8533,0.82,62.14,63.9,0.39,28.4
25,53.5767,1.1033,1.22,0.3933,0.4,35.65,32.79,0.71,0.82,64.35,67.21,0.31,28.1
26,54.8567,1.28,1.2433,0.4267,0.42,33.33,33.78,0.8533,0.8233,66.67,66.22,0.4333,33.85
27,56.1433,1.2867,1.2633,0.4633,0.41,36.01,32.45,0.8233,0.8533,63.99,67.55,0.4133,32.12
28,57.4533,1.31,1.2333,0.5267,0.4167,40.2,33.78,0.7833,0.8167,59.8,66.22,0.3667,27.99
29,58.55,1.0967,1.32,0.31,0.45,28.27,34.09,0.7867,0.87,71.73,65.91,0.3367,30.7
30,59.8033,1.2533,1.15,0.3967,0.44,31.65,38.26,0.8567,0.71,68.35,61.74,0.4167,33.24
31,60.9033,1.1,1.1567,0.31,0.35,28.18,30.26,0.79,0.8067,71.82,69.74,0.44,40.0
32,62.0233,1.12,1.0633,0.4033,0.3333,36.01,31.35,0.7167,0.73,63.99,68.65,0.3833,34.23
33,63.1833,1.16,1.2133,0.3367,0.41,29.02,33.79,0.8233,0.8033,70.98,66.21,0.4133,35.63
34,64.4433,1.26,1.16,0.4733,0.3867,37.57,33.33,0.7867,0.7733,62.43,66.67,0.4,31.75
35,65.72,1.2767,1.34,0.4033,0.49,31.59,36.57,0.8733,0.85,68.41,63.43,0.3833,30.03
36,66.8933,1.1733,1.18,0.3767,0.4233,32.1,35.88,0.7967,0.7567,67.9,64.12,0.3733,31.82
37,68.1033,1.21,1.2167,0.37,0.47,30.58,38.63,0.84,0.7467,69.42,61.37,0.37,30.58
38,69.2933,1.19,1.1233,0.4433,0.35,37.25,31.16,0.7467,0.7733,62.75,68.84,0.3967,33.33
39,70.4167,1.1233,1.18,0.4033,0.4067,35.91,34.46,0.72,0.7733,64.09,65.54,0.3133,27.89
40,71.63,1.2133,1.1767,0.43,0.3633,35.44,30.88,0.7833,0.8133,64.56,69.12,0.42,34.62
41,72.83,1.2,1.2233,0.4167,0.4067,34.72,33.24,0.7833,0.8167,65.28,66.76,0.3767,31.39
42,74.02,1.19,1.2267,0.3733,0.4233,31.37,34.51,0.8167,0.8033,68.63,65.49,0.3933,33.05
43,75.2367,1.2167,1.19,0.4033,0.4467,33.15,37.54,0.8133,0.7433,66.85,62.46,0.3667,30.14
44,76.4667,1.23,1.19,0.4433,0.3967,36.04,33.33,0.7867,0.7933,63.96,66.67,0.39,31.71
45,77.7567,1.29,1.32,0.4,0.4933,31.01,37.37,0.89,0.8267,68.99,62.63,0.3967,30.75
46,78.86,1.1033,1.2367,0.3167,0.4133,28.7,33.42,0.7867,0.8233,71.3,66.58,0.3733,33.84
47,79.9567,1.0967,0.9933,0.38,0.34,34.65,34.23,0.7167,0.6533,65.35,65.77,0.3767,34.35
48,81.3233,1.3667,1.24,0.4967,0.4667,36.34,37.63,0.87,0.7733,63.66,62.37,0.4033,29.51
49,82.5433,1.22,1.3067,0.4367,0.4367,35.79,33.42,0.7833,0.87,64.21,66.58,0.3467,28.42
50,83.72,1.1767,1.2,0.4233,0.4433,35.98,36.94,0.7533,0.7567,64.02,63.06,0.31,26.35
51,84.96,1.24,1.2067,0.4167,0.4267,33.6,35.36,0.8233,0.78,66.4,64.64,0.3967,31.99
52,86.2,1.24,1.24,0.41,0.3833,33.06,30.91,0.83,0.8567,66.94,69.09,0.4467,36.02
53,87.3367,1.1367,1.2067,0.3233,0.3433,28.45,28.45,0.8133,0.8633,71.55,71.55,0.47,41.35
54,88.5333,1.1967,1.2133,0.2967,0.38,24.79,31.32,0.9,0.8333,75.21,68.68,0.52,43.45
55,89.44,0.9067,0.94,0.2267,0.24,25.0,25.53,0.68,0.7,75.0,74.47,0.44,48.53
56,90.6633,1.2233,1.1833,0.37,0.44,30.25,37.18,0.8533,0.7433,69.75,62.82,0.4133,33.79
57,91.9733,1.31,1.1733,0.4567,0.3867,34.86,32.95,0.8533,0.7867,65.14,67.05,0.4667,35.62
58,93.4767,1.5033,1.4667,0.51,0.6767,33.92,46.14,0.9933,0.79,66.08,53.86,0.3167,21.06
59,94.6833,1.2067,1.3167,0.41,0.44,33.98,33.42,0.7967,0.8767,66.02,66.58,0.3567,29.56
60,95.8167,1.1333,1.21,0.3333,0.42,29.41,34.71,0.8,0.79,70.59,65.29,0.38,33.53
61,97.1967,1.38,1.2967,0.3933,0.4733,28.5,36.5,0.9867,0.8233,71.5,63.5,0.5133,37.2
62,98.43,1.2333,1.21,0.43,0.3267,34.86,27.0,0.8033,0.8833,65.14,73.0,0.4767,38.65
63,99.75,1.32,1.32,0.4333,0.44,32.83,33.33,0.8867,0.88,67.17,66.67,0.4467,33.84
64,100.92,1.17,1.2133,0.3933,0.39,33.62,32.14,0.7767,0.8233,66.38,67.86,0.3867,33.05
65,102.08,1.16,1.25,0.32,0.4467,27.59,35.73,0.84,0.8033,72.41,64.27,0.3933,33.91
66,103.2533,1.1733,1.1067,0.4,0.3733,34.09,33.73,0.7733,0.7333,65.91,66.27,0.4,34.09
67,104.3667,1.1133,1.16,0.3233,0.3967,29.04,34.2,0.79,0.7633,70.96,65.8,0.3933,35.33
68,105.4867,1.12,1.0867,0.36,0.3333,32.14,30.67,0.76,0.7533,67.86,69.33,0.4267,38.1
69,106.6867,1.2,1.12,0.44,0.39,36.67,34.82,0.76,0.73,63.33,65.18,0.37,30.83
70,108.0367,1.35,1.2533,0.5433,0.41,40.25,32.71,0.8067,0.8433,59.75,67.29,0.3967,29.38
71,109.1467,1.11,1.33,0.3233,0.4467,29.13,33.58,0.7867,0.8833,70.87,66.42,0.34,30.63
72,110.2533,1.1067,1.0567,0.3667,0.4067,33.13,38.49,0.74,0.65,66.87,61.51,0.3333,30.12
73,111.49,1.2367,1.16,0.41,0.4033,33.15,34.77,0.8267,0.7567,66.85,65.23,0.4233,34.23
74,112.6533,1.1633,1.2867,0.32,0.44,27.51,34.2,0.8433,0.8467,72.49,65.8,0.4033,34.67
75,113.7767,1.1233,1.16,0.2767,0.3833,24.63,33.05,0.8467,0.7767,75.37,66.95,0.4633,41.25
76,114.87,1.0933,1.0167,0.37,0.3367,33.84,33.11,0.7233,0.68,66.16,66.89,0.3867,35.37
77,116.0733,1.2033,1.17,0.3967,0.37,32.96,31.62,0.8067,0.8,67.04,68.38,0.4367,36.29
78,117.22,1.1467,1.1467,0.4067,0.4033,35.47,35.17,0.74,0.7433,64.53,64.83,0.3367,29.36
79,118.2867,1.0667,1.1533,0.32,0.3967,30.0,34.39,0.7467,0.7567,70.0,65.61,0.35,32.81
80,119.44,1.1533,1.1,0.3733,0.39,32.37,35.45,0.78,0.71,67.63,64.55,0.39,33.82
81,120.7167,1.2767,1.1767,0.4367,0.4133,34.2,35.13,0.84,0.7633,65.8,64.87,0.4267,33.42
82,122.0067,1.29,1.35,0.3933,0.5067,30.49,37.53,0.8967,0.8433,69.51,62.47,0.39,30.23
83,123.2833,1.2767,1.2467,0.4333,0.46,33.94,36.9,0.8433,0.7867,66.06,63.1,0.3833,30.03
84,124.54,1.2567,1.3,0.4067,0.4967,32.36,38.21,0.85,0.8033,67.64,61.79,0.3533,28.12
85,125.7067,1.1667,1.2467,0.33,0.4533,28.29,36.36,0.8367,0.7933,71.71,63.64,0.3833,32.86
86,126.8667,1.16,1.1,0.3733,0.36,32.18,32.73,0.7867,0.74,67.82,67.27,0.4267,36.78
87,128.09,1.2233,1.1833,0.4367,0.46,35.69,38.87,0.7867,0.7233,64.31,61.13,0.3267,26.7
88,129.3833,1.2933,1.2167,0.49,0.4367,37.89,35.89,0.8033,0.78,62.11,64.11,0.3667,28.35
89,130.5633,1.18,1.2533,0.4,0.4133,33.9,32.98,0.78,0.84,66.1,67.02,0.3667,31.07
90,131.82,1.2567,1.2533,0.4233,0.4733,33.69,37.77,0.8333,0.78,66.31,62.23,0.36,28.65
91,132.99,1.17,1.17,0.4167,0.3867,35.61,33.05,0.7533,0.7833,64.39,66.95,0.3667,31.34
92,134.21,1.22,1.16,0.4633,0.36,37.98,31.03,0.7567,0.8,62.02,68.97,0.3967,32.51
93,135.2667,1.0567,1.1533,0.3733,0.3433,35.33,29.77,0.6833,0.81,64.67,70.23,0.34,32.18
94,136.4433,1.1767,1.1833,0.3833,0.4467,32.58,37.75,0.7933,0.7367,67.42,62.25,0.3467,29.46
95,137.6733,1.23,1.14,0.4667,0.3667,37.94,32.16,0.7633,0.7733,62.06,67.84,0.3967,32.25
96,138.8067,1.1333,1.27,0.3233,0.4167,28.53,32.81,0.81,0.8533,71.47,67.19,0.3933,34.71
97,139.91,1.1033,1.1367,0.31,0.44,28.1,38.71,0.7933,0.6967,71.9,61.29,0.3533,32.02
98,141.04,1.13,0.98,0.4133,0.3367,36.58,34.35,0.7167,0.6433,63.42,65.65,0.38,33.63
99,142.25,1.21,1.2233,0.43,0.4,35.54,32.7,0.78,0.8233,64.46,67.3,0.38,31.4
100,143.37,1.12,1.2233,0.31,0.4167,27.68,34.06,0.81,0.8067,72.32,65.94,0.3933,35.12
101,144.66,1.29,1.1467,0.4733,0.3967,36.69,34.59,0.8167,0.75,63.31,65.41,0.42,32.56
102,145.8533,1.1933,1.2867,0.39,0.4433,32.68,34.46,0.8033,0.8433,67.32,65.54,0.36,30.17
103,146.9933,1.14,1.1367,0.38,0.3933,33.33,34.6,0.76,0.7433,66.67,65.4,0.3667,32.16
104,148.1233,1.13,1.1367,0.3867,0.3767,34.22,33.14,0.7433,0.76,65.78,66.86,0.3667,32.45
105,149.3667,1.2433,1.19,0.4367,0.44,35.12,36.97,0.8067,0.75,64.88,63.03,0.3667,29.49
106,150.56,1.1933,1.25,0.3767,0.4367,31.56,34.93,0.8167,0.8133,68.44,65.07,0.38,31.84
107,151.8267,1.2667,1.2467,0.38,0.47,30.0,37.7,0.8867,0.7767,70.0,62.3,0.4167,32.89
108,153.0567,1.23,1.21,0.41,0.44,33.33,36.36,0.82,0.77,66.67,63.64,0.38,30.89
109,154.37,1.3133,1.2267,0.5167,0.44,39.34,35.87,0.7967,0.7867,60.66,64.13,0.3567,27.16
110,155.43,1.06,1.25,0.3167,0.4267,29.87,34.13,0.7433,0.8233,70.13,65.87,0.3167,29.87
111,156.69,1.26,1.13,0.45,0.41,35.71,36.28,0.81,0.72,64.29,63.72,0.4,31.75
112,157.92,1.23,1.22,0.43,0.39,34.96,31.97,0.8,0.83,65.04,68.03,0.41,33.33
113,159.2033,1.2833,1.37,0.3233,0.5233,25.19,38.2,0.96,0.8467,74.81,61.8,0.4367,34.03
114,160.5233,1.32,1.2,0.49,0.3833,37.12,31.94,0.83,0.8167,62.88,68.06,0.4467,33.84
115,161.6433,1.12,1.2733,0.3367,0.4367,30.06,34.29,0.7833,0.8367,69.94,65.71,0.3467,30.95
116,162.8233,1.18,1.15,0.34,0.3667,28.81,31.88,0.84,0.7833,71.19,68.12,0.4733,40.11
