,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.9033,1.1233,1.1033,0.42,0.3467,37.39,31.42,0.7033,0.7567,62.61,68.58,0.3567,31.75
1,23.05,1.1467,1.1467,0.4333,0.3433,37.79,29.94,0.7133,0.8033,62.21,70.06,0.37,32.27
2,24.22,1.17,1.1567,0.42,0.35,35.9,30.26,0.75,0.8067,64.1,69.74,0.4,34.19
3,25.34,1.12,1.15,0.4167,0.3633,37.2,31.59,0.7033,0.7867,62.8,68.41,0.34,30.36
4,26.5233,1.1833,1.1933,0.4167,0.4167,35.21,34.92,0.7667,0.7767,64.79,65.08,0.35,29.58
5,27.6767,1.1533,1.1533,0.3933,0.38,34.1,32.95,0.76,0.7733,65.9,67.05,0.38,32.95
6,28.8,1.1233,1.1267,0.3967,0.3333,35.31,29.59,0.7267,0.7933,64.69,70.41,0.3933,35.01
7,29.88,1.08,1.12,0.37,0.3533,34.26,31.55,0.71,0.7667,65.74,68.45,0.3567,33.02
8,30.9667,1.0867,1.06,0.3867,0.3567,35.58,33.65,0.7,0.7033,64.42,66.35,0.3433,31.6
9,32.11,1.1433,1.1333,0.4133,0.4,36.15,35.29,0.73,0.7333,63.85,64.71,0.33,28.86
10,33.25,1.14,1.1267,0.3967,0.3367,34.8,29.88,0.7433,0.79,65.2,70.12,0.4067,35.67
11,34.3367,1.0867,1.13,0.3767,0.34,34.66,30.09,0.71,0.79,65.34,69.91,0.37,34.05
12,35.4133,1.0767,1.0767,0.38,0.3667,35.29,34.06,0.6967,0.71,64.71,65.94,0.33,30.65
13,36.5433,1.13,1.08,0.41,0.3533,36.28,32.72,0.72,0.7267,63.72,67.28,0.3667,32.45
14,37.61,1.0667,1.13,0.3733,0.34,35.0,30.09,0.6933,0.79,65.0,69.91,0.3533,33.12
15,38.68,1.07,1.0567,0.3733,0.3667,34.89,34.7,0.6967,0.69,65.11,65.3,0.33,30.84
16,39.7933,1.1133,1.12,0.38,0.3433,34.13,30.65,0.7333,0.7767,65.87,69.35,0.39,35.03
17,40.8767,1.0833,1.1,0.38,0.3833,35.08,34.85,0.7033,0.7167,64.92,65.15,0.32,29.54
18,41.9533,1.0767,1.0867,0.3667,0.3533,34.06,32.52,0.71,0.7333,65.94,67.48,0.3567,33.13
19,43.13,1.1767,1.0933,0.4067,0.41,34.56,37.5,0.77,0.6833,65.44,62.5,0.36,30.59
20,44.2133,1.0833,1.1267,0.39,0.3333,36.0,29.59,0.6933,0.7933,64.0,70.41,0.36,33.23
21,45.3167,1.1033,1.08,0.4,0.3633,36.25,33.64,0.7033,0.7167,63.75,66.36,0.34,30.82
22,46.36,1.0433,1.0967,0.36,0.36,34.5,32.83,0.6833,0.7367,65.5,67.17,0.3233,30.99
23,47.43,1.07,1.0867,0.35,0.39,32.71,35.89,0.72,0.6967,67.29,64.11,0.33,30.84
24,48.5167,1.0867,1.0367,0.39,0.3467,35.89,33.44,0.6967,0.69,64.11,66.56,0.35,32.21
25,49.57,1.0533,1.06,0.3733,0.3567,35.44,33.65,0.68,0.7033,64.56,66.35,0.3233,30.7
26,50.63,1.06,1.0933,0.3667,0.3767,34.59,34.45,0.6933,0.7167,65.41,65.55,0.3167,29.87
27,51.69,1.06,1.0633,0.3533,0.38,33.33,35.74,0.7067,0.6833,66.67,64.26,0.3267,30.82
28,52.7733,1.0833,1.0467,0.3867,0.3467,35.69,33.12,0.6967,0.7,64.31,66.88,0.35,32.31
29,53.8833,1.11,1.0967,0.39,0.38,35.14,34.65,0.72,0.7167,64.86,65.35,0.34,30.63
30,54.92,1.0367,1.0467,0.3967,0.3333,38.26,31.85,0.64,0.7133,61.74,68.15,0.3067,29.58
31,55.9833,1.0633,1.0767,0.39,0.3567,36.68,33.13,0.6733,0.72,63.32,66.87,0.3167,29.78
32,57.0367,1.0533,1.0667,0.38,0.3667,36.08,34.38,0.6733,0.7,63.92,65.62,0.3067,29.11
33,58.0867,1.05,1.06,0.3733,0.37,35.56,34.91,0.6767,0.69,64.44,65.09,0.3067,29.21
34,59.18,1.0933,1.0633,0.3867,0.3833,35.37,36.05,0.7067,0.68,64.63,63.95,0.3233,29.57
35,60.2067,1.0267,1.06,0.3567,0.3533,34.74,33.33,0.67,0.7067,65.26,66.67,0.3167,30.84
36,61.2533,1.0467,1.0067,0.3833,0.33,36.62,32.78,0.6633,0.6767,63.38,67.22,0.3333,31.85
37,62.2833,1.03,1.0833,0.35,0.33,33.98,30.46,0.68,0.7533,66.02,69.54,0.35,33.98
38,63.3067,1.0233,1.0167,0.3667,0.3667,35.83,36.07,0.6567,0.65,64.17,63.93,0.29,28.34
39,64.3933,1.0867,1.0667,0.3733,0.3567,34.36,33.44,0.7133,0.71,65.64,66.56,0.3567,32.82
40,65.5,1.1067,1.0833,0.39,0.3833,35.24,35.38,0.7167,0.7,64.76,64.62,0.3333,30.12
41,66.5567,1.0567,1.0633,0.3767,0.3567,35.65,33.54,0.68,0.7067,64.35,66.46,0.3233,30.6
42,67.5667,1.01,1.06,0.3567,0.37,35.31,34.91,0.6533,0.69,64.69,65.09,0.2833,28.05
43,68.64,1.0733,1.04,0.3733,0.37,34.78,35.58,0.7,0.67,65.22,64.42,0.33,30.75
44,69.6967,1.0567,1.0667,0.3567,0.3367,33.75,31.56,0.7,0.73,66.25,68.44,0.3633,34.38
45,70.7667,1.07,1.04,0.4,0.3567,37.38,34.29,0.67,0.6833,62.62,65.71,0.3133,29.28
46,71.81,1.0433,1.0533,0.38,0.35,36.42,33.23,0.6633,0.7033,63.58,66.77,0.3133,30.03
47,72.8833,1.0733,1.07,0.37,0.3733,34.47,34.89,0.7033,0.6967,65.53,65.11,0.33,30.75
48,73.9733,1.09,1.1,0.3733,0.3867,34.25,35.15,0.7167,0.7133,65.75,64.85,0.33,30.28
49,75.07,1.0967,1.0833,0.3767,0.3667,34.35,33.85,0.72,0.7167,65.65,66.15,0.3533,32.22
50,76.2767,1.2067,1.1233,0.3967,0.3833,32.87,34.12,0.81,0.74,67.13,65.88,0.4267,35.36
51,77.5967,1.32,1.3167,0.3633,0.4367,27.53,33.16,0.9567,0.88,72.47,66.84,0.52,39.39
52,78.89,1.2933,1.31,0.41,0.4633,31.7,35.37,0.8833,0.8467,68.3,64.63,0.42,32.47
53,80.01,1.12,1.1767,0.3533,0.35,31.55,29.75,0.7667,0.8267,68.45,70.25,0.4167,37.2
54,81.2,1.19,1.1367,0.4167,0.3733,35.01,32.84,0.7733,0.7633,64.99,67.16,0.4,33.61
55,82.29,1.09,1.16,0.3567,0.37,32.72,31.9,0.7333,0.79,67.28,68.1,0.3633,33.33
56,83.39,1.1,1.0733,0.3833,0.3733,34.85,34.78,0.7167,0.7,65.15,65.22,0.3433,31.21
57,84.49,1.1,1.1033,0.3867,0.36,35.15,32.63,0.7133,0.7433,64.85,67.37,0.3533,32.12
58,85.6033,1.1133,1.1333,0.39,0.3967,35.03,35.0,0.7233,0.7367,64.97,65.0,0.3267,29.34
59,86.6933,1.09,1.1067,0.3733,0.3833,34.25,34.64,0.7167,0.7233,65.75,65.36,0.3333,30.58
60,87.7967,1.1033,1.0967,0.37,0.39,33.53,35.56,0.7333,0.7067,66.47,64.44,0.3433,31.12
61,88.8733,1.0767,1.07,0.3767,0.3733,34.98,34.89,0.7,0.6967,65.02,65.11,0.3267,30.34
62,89.94,1.0667,1.07,0.3667,0.3067,34.38,28.66,0.7,0.7633,65.62,71.34,0.3933,36.88
63,91.01,1.07,1.0567,0.3933,0.3667,36.76,34.7,0.6767,0.69,63.24,65.3,0.31,28.97
64,92.1033,1.0933,1.0833,0.3833,0.3767,35.06,34.77,0.71,0.7067,64.94,65.23,0.3333,30.49
65,93.2433,1.14,1.1,0.4333,0.37,38.01,33.64,0.7067,0.73,61.99,66.36,0.3367,29.53
66,94.3433,1.1,1.15,0.4,0.3833,36.36,33.33,0.7,0.7667,63.64,66.67,0.3167,28.79
67,95.4,1.0567,1.0833,0.3533,0.3667,33.44,33.85,0.7033,0.7167,66.56,66.15,0.3367,31.86
68,96.4833,1.0833,1.0333,0.3933,0.36,36.31,34.84,0.69,0.6733,63.69,65.16,0.33,30.46
69,97.6133,1.13,1.1367,0.3767,0.38,33.33,33.43,0.7533,0.7567,66.67,66.57,0.3733,33.04
