,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.39,1.1233,1.0833,0.41,0.4,36.5,36.92,0.7133,0.6833,63.5,63.08,0.3133,27.89
1,23.46,1.07,1.1067,0.4067,0.3967,38.01,35.84,0.6633,0.71,61.99,64.16,0.2667,24.92
2,24.5067,1.0467,1.0333,0.42,0.3833,40.13,37.1,0.6267,0.65,59.87,62.9,0.2433,23.25
3,25.5667,1.06,1.06,0.4167,0.3933,39.31,37.11,0.6433,0.6667,60.69,62.89,0.25,23.58
4,26.6067,1.04,1.0833,0.3867,0.4067,37.18,37.54,0.6533,0.6767,62.82,62.46,0.2467,23.72
5,27.6433,1.0367,1.0133,0.3967,0.39,38.26,38.49,0.64,0.6233,61.74,61.51,0.25,24.12
6,28.7167,1.0733,1.0633,0.4133,0.4067,38.51,38.24,0.66,0.6567,61.49,61.76,0.2533,23.6
7,29.7967,1.08,1.0533,0.4167,0.3867,38.58,36.71,0.6633,0.6667,61.42,63.29,0.2767,25.62
8,30.8067,1.01,1.0733,0.3733,0.3933,36.96,36.65,0.6367,0.68,63.04,63.35,0.2433,24.09
9,31.85,1.0433,1.0067,0.42,0.39,40.26,38.74,0.6233,0.6167,59.74,61.26,0.2333,22.36
10,32.8967,1.0467,1.0633,0.3933,0.4033,37.58,37.93,0.6533,0.66,62.42,62.07,0.25,23.89
11,33.95,1.0533,1.0333,0.41,0.39,38.92,37.74,0.6433,0.6433,61.08,62.26,0.2533,24.05
12,34.9967,1.0467,1.0467,0.4133,0.3933,39.49,37.58,0.6333,0.6533,60.51,62.42,0.24,22.93
13,36.0233,1.0267,1.0267,0.4133,0.39,40.26,37.99,0.6133,0.6367,59.74,62.01,0.2233,21.75
14,37.0833,1.06,1.05,0.42,0.39,39.62,37.14,0.64,0.66,60.38,62.86,0.25,23.58
15,38.1033,1.02,1.0433,0.39,0.3767,38.24,36.1,0.63,0.6667,61.76,63.9,0.2533,24.84
16,39.1267,1.0233,1.0267,0.4,0.38,39.09,37.01,0.6233,0.6467,60.91,62.99,0.2433,23.78
17,40.14,1.0133,1.0233,0.4,0.3967,39.47,38.76,0.6133,0.6267,60.53,61.24,0.2167,21.38
18,41.1767,1.0367,0.9933,0.4167,0.3667,40.19,36.91,0.62,0.6267,59.81,63.09,0.2533,24.44
19,42.2233,1.0467,1.08,0.41,0.4067,39.17,37.65,0.6367,0.6733,60.83,62.35,0.23,21.97
20,43.25,1.0267,1.0333,0.4033,0.3867,39.29,37.42,0.6233,0.6467,60.71,62.58,0.2367,23.05
21,44.29,1.04,1.0367,0.4033,0.4,38.78,38.59,0.6367,0.6367,61.22,61.41,0.2367,22.76
