,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.2933,1.09,1.1233,0.36,0.38,33.03,33.83,0.73,0.7433,66.97,66.17,0.35,32.11
1,23.3733,1.08,1.08,0.36,0.3333,33.33,30.86,0.72,0.7467,66.67,69.14,0.3867,35.8
2,24.4367,1.0633,1.0767,0.36,0.35,33.86,32.51,0.7033,0.7267,66.14,67.49,0.3533,33.23
3,25.4867,1.05,1.06,0.3533,0.35,33.65,33.02,0.6967,0.71,66.35,66.98,0.3467,33.02
4,26.5467,1.06,1.0167,0.3567,0.3,33.65,29.51,0.7033,0.7167,66.35,70.49,0.4033,38.05
5,27.62,1.0733,1.1033,0.3667,0.3867,34.16,35.05,0.7067,0.7167,65.84,64.95,0.32,29.81
6,28.6833,1.0633,1.0633,0.35,0.36,32.92,33.86,0.7133,0.7033,67.08,66.14,0.3533,33.23
7,29.74,1.0567,1.05,0.34,0.3167,32.18,30.16,0.7167,0.7333,67.82,69.84,0.4,37.85
8,30.81,1.07,1.0867,0.3567,0.35,33.33,32.21,0.7133,0.7367,66.67,67.79,0.3633,33.96
9,31.88,1.07,1.05,0.3667,0.3467,34.27,33.02,0.7033,0.7033,65.73,66.98,0.3567,33.33
10,32.9633,1.0833,1.0667,0.3867,0.3667,35.69,34.38,0.6967,0.7,64.31,65.62,0.33,30.46
11,34.0267,1.0633,1.1133,0.3333,0.37,31.35,33.23,0.73,0.7433,68.65,66.77,0.36,33.86
12,35.0567,1.03,1.0133,0.35,0.3033,33.98,29.93,0.68,0.71,66.02,70.07,0.3767,36.57
13,36.0767,1.02,1.0233,0.35,0.3367,34.31,32.9,0.67,0.6867,65.69,67.1,0.3333,32.68
14,37.14,1.0633,1.0233,0.37,0.3167,34.8,30.94,0.6933,0.7067,65.2,69.06,0.3767,35.42
15,38.2567,1.1167,1.1367,0.37,0.3667,33.13,32.26,0.7467,0.77,66.87,67.74,0.38,34.03
16,39.3567,1.1,1.1167,0.3567,0.4033,32.42,36.12,0.7433,0.7133,67.58,63.88,0.34,30.91
17,40.3767,1.02,1.0067,0.3633,0.3033,35.62,30.13,0.6567,0.7033,64.38,69.87,0.3533,34.64
18,41.44,1.0633,1.0867,0.3433,0.3633,32.29,33.44,0.72,0.7233,67.71,66.56,0.3567,33.54
19,42.47,1.03,1.0267,0.35,0.3367,33.98,32.79,0.68,0.69,66.02,67.21,0.3433,33.33
20,43.5,1.03,1.04,0.35,0.37,33.98,35.58,0.68,0.67,66.02,64.42,0.31,30.1
