,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.9267,0.99,0.9767,0.3367,0.2733,34.01,27.99,0.6533,0.7033,65.99,72.01,0.38,38.38
1,22.9133,0.9867,1.0433,0.3567,0.3467,36.15,33.23,0.63,0.6967,63.85,66.77,0.2833,28.72
2,23.8767,0.9633,1.0167,0.3,0.36,31.14,35.41,0.6633,0.6567,68.86,64.59,0.3033,31.49
3,24.8,0.9233,0.9133,0.2933,0.2933,31.77,32.12,0.63,0.62,68.23,67.88,0.3367,36.46
4,25.7733,0.9733,0.94,0.3,0.29,30.82,30.85,0.6733,0.65,69.18,69.15,0.3833,39.38
5,26.7733,1.0,1.0,0.3433,0.3333,34.33,33.33,0.6567,0.6667,65.67,66.67,0.3233,32.33
6,27.77,0.9967,0.94,0.3267,0.2767,32.78,29.43,0.67,0.6633,67.22,70.57,0.3933,39.46
7,28.73,0.96,1.0067,0.3267,0.33,34.03,32.78,0.6333,0.6767,65.97,67.22,0.3033,31.6
8,29.6967,0.9667,0.96,0.3167,0.29,32.76,30.21,0.65,0.67,67.24,69.79,0.36,37.24
9,30.65,0.9533,0.9567,0.2967,0.29,31.12,30.31,0.6567,0.6667,68.88,69.69,0.3667,38.46
10,31.5833,0.9333,0.96,0.2867,0.28,30.71,29.17,0.6467,0.68,69.29,70.83,0.3667,39.29
11,32.5533,0.97,0.9633,0.3133,0.3333,32.3,34.6,0.6567,0.63,67.7,65.4,0.3233,33.33
12,33.54,0.9867,0.9367,0.32,0.29,32.43,30.96,0.6667,0.6467,67.57,69.04,0.3767,38.18
13,34.5567,1.0167,0.99,0.31,0.2767,30.49,27.95,0.7067,0.7133,69.51,72.05,0.43,42.3
14,35.5533,0.9967,1.0567,0.3333,0.34,33.44,32.18,0.6633,0.7167,66.56,67.82,0.3233,32.44
15,36.49,0.9367,0.93,0.2633,0.2767,28.11,29.75,0.6733,0.6533,71.89,70.25,0.3967,42.35
16,37.3967,0.9067,0.9267,0.3233,0.27,35.66,29.14,0.5833,0.6567,64.34,70.86,0.3133,34.56
17,38.38,0.9833,0.9333,0.3367,0.2967,34.24,31.79,0.6467,0.6367,65.76,68.21,0.35,35.59
18,39.35,0.97,1.0233,0.3133,0.3367,32.3,32.9,0.6567,0.6867,67.7,67.1,0.32,32.99
19,40.31,0.96,0.93,0.31,0.28,32.29,30.11,0.65,0.65,67.71,69.89,0.37,38.54
20,41.2633,0.9533,0.94,0.3067,0.2767,32.17,29.43,0.6467,0.6633,67.83,70.57,0.37,38.81
21,42.2567,0.9933,0.98,0.3233,0.2833,32.55,28.91,0.67,0.6967,67.45,71.09,0.3867,38.93
22,43.2433,0.9867,0.9467,0.3467,0.27,35.14,28.52,0.64,0.6767,64.86,71.48,0.37,37.5
23,44.14,0.8967,0.9733,0.3167,0.3067,35.32,31.51,0.58,0.6667,64.68,68.49,0.2733,30.48
