,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.6367,1.0833,1.08,0.33,0.3233,30.46,29.94,0.7533,0.7567,69.54,70.06,0.43,39.69
1,23.7767,1.14,1.0967,0.3967,0.3233,34.8,29.48,0.7433,0.7733,65.2,70.52,0.42,36.84
2,24.8633,1.0867,1.13,0.3833,0.3533,35.28,31.27,0.7033,0.7767,64.72,68.73,0.35,32.21
3,25.9467,1.0833,1.0633,0.4033,0.3267,37.23,30.72,0.68,0.7367,62.77,69.28,0.3533,32.62
4,26.9767,1.03,1.0833,0.3467,0.3433,33.66,31.69,0.6833,0.74,66.34,68.31,0.34,33.01
5,28.1067,1.13,1.0867,0.3933,0.3733,34.81,34.36,0.7367,0.7133,65.19,65.64,0.3633,32.15
6,29.2567,1.15,1.12,0.4267,0.38,37.1,33.93,0.7233,0.74,62.9,66.07,0.3433,29.86
7,30.3367,1.08,1.1167,0.3733,0.3667,34.57,32.84,0.7067,0.75,65.43,67.16,0.34,31.48
8,31.5033,1.1667,1.1567,0.3967,0.3867,34.0,33.43,0.77,0.77,66.0,66.57,0.3833,32.86
9,32.6333,1.13,1.15,0.37,0.39,32.74,33.91,0.76,0.76,67.26,66.09,0.37,32.74
10,33.73,1.0967,1.0633,0.3967,0.3233,36.17,30.41,0.7,0.74,63.83,69.59,0.3767,34.35
11,34.8633,1.1333,1.14,0.3867,0.39,34.12,34.21,0.7467,0.75,65.88,65.79,0.3567,31.47
12,35.8967,1.0333,1.0767,0.3433,0.31,33.23,28.79,0.69,0.7667,66.77,71.21,0.38,36.77
13,36.96,1.0633,1.0233,0.38,0.3033,35.74,29.64,0.6833,0.72,64.26,70.36,0.38,35.74
14,38.08,1.12,1.14,0.38,0.3867,33.93,33.92,0.74,0.7533,66.07,66.08,0.3533,31.55
15,39.1933,1.1133,1.1033,0.3633,0.3467,32.63,31.42,0.75,0.7567,67.37,68.58,0.4033,36.23
16,40.3067,1.1133,1.0967,0.3767,0.3367,33.83,30.7,0.7367,0.76,66.17,69.3,0.4,35.93
17,41.46,1.1533,1.1633,0.4,0.38,34.68,32.66,0.7533,0.7833,65.32,67.34,0.3733,32.37
18,42.5,1.04,1.1,0.3367,0.3533,32.37,32.12,0.7033,0.7467,67.63,67.88,0.35,33.65
19,43.5667,1.0667,1.0767,0.35,0.37,32.81,34.37,0.7167,0.7067,67.19,65.63,0.3467,32.5
20,44.6667,1.1,1.04,0.3933,0.3367,35.76,32.37,0.7067,0.7033,64.24,67.63,0.37,33.64
21,45.7567,1.09,1.1,0.3833,0.3533,35.17,32.12,0.7067,0.7467,64.83,67.88,0.3533,32.42
22,46.8433,1.0867,1.09,0.3767,0.3667,34.66,33.64,0.71,0.7233,65.34,66.36,0.3433,31.6
23,47.92,1.0767,1.07,0.3667,0.35,34.06,32.71,0.71,0.72,65.94,67.29,0.36,33.44
24,49.0333,1.1133,1.1067,0.3833,0.37,34.43,33.43,0.73,0.7367,65.57,66.57,0.36,32.34
25,50.0567,1.0233,1.0833,0.3167,0.33,30.94,30.46,0.7067,0.7533,69.06,69.54,0.3767,36.81
26,51.18,1.1233,1.0633,0.3867,0.3633,34.42,34.17,0.7367,0.7,65.58,65.83,0.3733,33.23
27,52.2667,1.0867,1.0767,0.38,0.3367,34.97,31.27,0.7067,0.74,65.03,68.73,0.37,34.05
28,53.3967,1.13,1.1167,0.4067,0.36,35.99,32.24,0.7233,0.7567,64.01,67.76,0.3633,32.15
29,54.4967,1.1,1.1133,0.3767,0.3533,34.24,31.74,0.7233,0.76,65.76,68.26,0.37,33.64
30,55.58,1.0833,1.15,0.3367,0.3933,31.08,34.2,0.7467,0.7567,68.92,65.8,0.3533,32.62
31,56.6767,1.0967,1.0433,0.3567,0.3367,32.52,32.27,0.74,0.7067,67.48,67.73,0.4033,36.78
32,57.7267,1.05,1.05,0.3533,0.2867,33.65,27.3,0.6967,0.7633,66.35,72.7,0.41,39.05
33,58.8333,1.1067,1.1567,0.3467,0.41,31.33,35.45,0.76,0.7467,68.67,64.55,0.35,31.63
34,59.9333,1.1,1.08,0.3433,0.3433,31.21,31.79,0.7567,0.7367,68.79,68.21,0.4133,37.58
