,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,21.9567,1.17,1.1467,0.3933,0.4033,33.62,35.17,0.7767,0.7433,66.38,64.83,0.3733,31.91
1,23.14,1.1833,1.1933,0.4133,0.4233,34.93,35.47,0.77,0.77,65.07,64.53,0.3467,29.3
2,24.2633,1.1233,1.1567,0.4,0.4233,35.61,36.6,0.7233,0.7333,64.39,63.4,0.3,26.71
3,25.38,1.1167,1.1067,0.3933,0.41,35.22,37.05,0.7233,0.6967,64.78,62.95,0.3133,28.06
4,26.5,1.12,1.14,0.3767,0.3867,33.63,33.92,0.7433,0.7533,66.37,66.08,0.3567,31.85
5,27.6567,1.1567,1.1367,0.3833,0.4233,33.14,37.24,0.7733,0.7133,66.86,62.76,0.35,30.26
6,28.8,1.1433,1.15,0.3833,0.38,33.53,33.04,0.76,0.77,66.47,66.96,0.38,33.24
7,29.9833,1.1833,1.1567,0.4067,0.43,34.37,37.18,0.7767,0.7267,65.63,62.82,0.3467,29.3
8,31.12,1.1367,1.1733,0.3867,0.4433,34.02,37.78,0.75,0.73,65.98,62.22,0.3067,26.98
9,32.2633,1.1433,1.1333,0.39,0.4433,34.11,39.12,0.7533,0.69,65.89,60.88,0.31,27.11
10,33.3867,1.1233,1.1333,0.38,0.3833,33.83,33.82,0.7433,0.75,66.17,66.18,0.36,32.05
11,34.56,1.1733,1.14,0.4,0.39,34.09,34.21,0.7733,0.75,65.91,65.79,0.3833,32.67
12,35.71,1.15,1.1667,0.4033,0.4367,35.07,37.43,0.7467,0.73,64.93,62.57,0.31,26.96
13,36.8333,1.1233,1.13,0.38,0.42,33.83,37.17,0.7433,0.71,66.17,62.83,0.3233,28.78
14,37.98,1.1467,1.1567,0.38,0.4367,33.14,37.75,0.7667,0.72,66.86,62.25,0.33,28.78
15,39.11,1.13,1.12,0.3733,0.4167,33.04,37.2,0.7567,0.7033,66.96,62.8,0.34,30.09
16,40.2867,1.1767,1.15,0.41,0.4367,34.84,37.97,0.7667,0.7133,65.16,62.03,0.33,28.05
17,41.43,1.1433,1.1733,0.39,0.4367,34.11,37.22,0.7533,0.7367,65.89,62.78,0.3167,27.7
18,42.58,1.15,1.12,0.3933,0.41,34.2,36.61,0.7567,0.71,65.8,63.39,0.3467,30.14
19,43.72,1.14,1.1633,0.3733,0.4233,32.75,36.39,0.7667,0.74,67.25,63.61,0.3433,30.12
20,44.87,1.15,1.14,0.3833,0.3767,33.33,33.04,0.7667,0.7633,66.67,66.96,0.39,33.91
21,46.0167,1.1467,1.1433,0.3867,0.4133,33.72,36.15,0.76,0.73,66.28,63.85,0.3467,30.23
22,47.1767,1.16,1.1833,0.35,0.45,30.17,38.03,0.81,0.7333,69.83,61.97,0.36,31.03
23,48.34,1.1633,1.1467,0.4033,0.43,34.67,37.5,0.76,0.7167,65.33,62.5,0.33,28.37
24,49.47,1.13,1.14,0.38,0.43,33.63,37.72,0.75,0.71,66.37,62.28,0.32,28.32
25,50.6267,1.1567,1.1433,0.3967,0.3867,34.29,33.82,0.76,0.7567,65.71,66.18,0.3733,32.28
26,51.7733,1.1467,1.1333,0.39,0.41,34.01,36.18,0.7567,0.7233,65.99,63.82,0.3467,30.23
27,52.9033,1.13,1.1633,0.3767,0.4233,33.33,36.39,0.7533,0.74,66.67,63.61,0.33,29.2
28,54.03,1.1267,1.1367,0.3767,0.4267,33.43,37.54,0.75,0.71,66.57,62.46,0.3233,28.7
29,55.1567,1.1267,1.1233,0.3833,0.42,34.02,37.39,0.7433,0.7033,65.98,62.61,0.3233,28.7
30,56.2833,1.1267,1.12,0.3733,0.42,33.14,37.5,0.7533,0.7,66.86,62.5,0.3333,29.59
31,57.4,1.1167,1.1267,0.38,0.42,34.03,37.28,0.7367,0.7067,65.97,62.72,0.3167,28.36
32,58.5233,1.1233,1.1267,0.3767,0.4333,33.53,38.46,0.7467,0.6933,66.47,61.54,0.3133,27.89
33,59.6667,1.1433,1.1067,0.3967,0.4033,34.69,36.45,0.7467,0.7033,65.31,63.55,0.3433,30.03
34,60.8233,1.1567,1.1733,0.4,0.44,34.58,37.5,0.7567,0.7333,65.42,62.5,0.3167,27.38
35,61.94,1.1167,1.1167,0.3833,0.4167,34.33,37.31,0.7333,0.7,65.67,62.69,0.3167,28.36
36,63.0567,1.1167,1.13,0.3767,0.42,33.73,37.17,0.74,0.71,66.27,62.83,0.32,28.66
37,64.21,1.1533,1.13,0.38,0.3767,32.95,33.33,0.7733,0.7533,67.05,66.67,0.3967,34.39
38,65.3433,1.1333,1.1367,0.3833,0.37,33.82,32.55,0.75,0.7667,66.18,67.45,0.38,33.53
39,66.4933,1.15,1.1467,0.3933,0.4167,34.2,36.34,0.7567,0.73,65.8,63.66,0.34,29.57
40,67.62,1.1267,1.16,0.3767,0.4367,33.43,37.64,0.75,0.7233,66.57,62.36,0.3133,27.81
41,68.7767,1.1567,1.14,0.3933,0.3967,34.01,34.8,0.7633,0.7433,65.99,65.2,0.3667,31.7
42,69.92,1.1433,1.12,0.3833,0.4133,33.53,36.9,0.76,0.7067,66.47,63.1,0.3467,30.32
43,71.08,1.16,1.15,0.3867,0.41,33.33,35.65,0.7733,0.74,66.67,64.35,0.3633,31.32
44,72.2433,1.1633,1.18,0.39,0.4033,33.52,34.18,0.7733,0.7767,66.48,65.82,0.37,31.81
45,73.4033,1.16,1.1833,0.3533,0.4433,30.46,37.46,0.8067,0.74,69.54,62.54,0.3633,31.32
46,74.6133,1.21,1.1567,0.39,0.4067,32.23,35.16,0.82,0.75,67.77,64.84,0.4133,34.16
47,75.7767,1.1633,1.2067,0.38,0.4467,32.66,37.02,0.7833,0.76,67.34,62.98,0.3367,28.94
48,76.9133,1.1367,1.1233,0.3933,0.38,34.6,33.83,0.7433,0.7433,65.4,66.17,0.3633,31.96
49,78.03,1.1167,1.1167,0.39,0.3667,34.93,32.84,0.7267,0.75,65.07,67.16,0.36,32.24
50,79.15,1.12,1.11,0.3867,0.3633,34.52,32.73,0.7333,0.7467,65.48,67.27,0.37,33.04
51,80.31,1.16,1.16,0.3967,0.3867,34.2,33.33,0.7633,0.7733,65.8,66.67,0.3767,32.47
52,81.4767,1.1667,1.15,0.3933,0.38,33.71,33.04,0.7733,0.77,66.29,66.96,0.3933,33.71
53,82.5833,1.1067,1.1467,0.38,0.3733,34.34,32.56,0.7267,0.7733,65.66,67.44,0.3533,31.93
54,83.71,1.1267,1.1367,0.3833,0.4233,34.02,37.24,0.7433,0.7133,65.98,62.76,0.32,28.4
55,84.8367,1.1267,1.1067,0.3867,0.4033,34.32,36.45,0.74,0.7033,65.68,63.55,0.3367,29.88
56,85.9567,1.12,1.1267,0.3833,0.4067,34.23,36.09,0.7367,0.72,65.77,63.91,0.33,29.46
57,87.1,1.1433,1.1333,0.3933,0.4067,34.4,35.88,0.75,0.7267,65.6,64.12,0.3433,30.03
58,88.2733,1.1733,1.15,0.4033,0.38,34.38,33.04,0.77,0.77,65.62,66.96,0.39,33.24
59,89.4,1.1267,1.1767,0.3667,0.39,32.54,33.14,0.76,0.7867,67.46,66.86,0.37,32.84
60,90.53,1.13,1.12,0.38,0.42,33.63,37.5,0.75,0.7,66.37,62.5,0.33,29.2
61,91.6833,1.1533,1.1333,0.3933,0.39,34.1,34.41,0.76,0.7433,65.9,65.59,0.37,32.08
62,92.8033,1.12,1.1267,0.3733,0.37,33.33,32.84,0.7467,0.7567,66.67,67.16,0.3767,33.63
63,93.9333,1.13,1.17,0.35,0.4067,30.97,34.76,0.78,0.7633,69.03,65.24,0.3733,33.04
64,95.1033,1.17,1.15,0.39,0.4033,33.33,35.07,0.78,0.7467,66.67,64.93,0.3767,32.19
65,96.2767,1.1733,1.1367,0.4033,0.43,34.38,37.83,0.77,0.7067,65.62,62.17,0.34,28.98
66,97.37,1.0933,1.15,0.3467,0.4267,31.71,37.1,0.7467,0.7233,68.29,62.9,0.32,29.27
67,98.5333,1.1633,1.13,0.3833,0.3833,32.95,33.92,0.78,0.7467,67.05,66.08,0.3967,34.1
68,99.67,1.1367,1.14,0.3767,0.38,33.14,33.33,0.76,0.76,66.86,66.67,0.38,33.43
69,100.84,1.17,1.1333,0.4067,0.41,34.76,36.18,0.7633,0.7233,65.24,63.82,0.3533,30.2
70,101.9833,1.1433,1.15,0.4033,0.4167,35.28,36.23,0.74,0.7333,64.72,63.77,0.3233,28.28
71,103.1467,1.1633,1.18,0.3933,0.44,33.81,37.29,0.77,0.74,66.19,62.71,0.33,28.37
72,104.29,1.1433,1.1533,0.39,0.4333,34.11,37.57,0.7533,0.72,65.89,62.43,0.32,27.99
73,105.43,1.14,1.1267,0.4,0.38,35.09,33.73,0.74,0.7467,64.91,66.27,0.36,31.58
74,106.5667,1.1367,1.1533,0.38,0.3933,33.43,34.1,0.7567,0.76,66.57,65.9,0.3633,31.96
75,107.7367,1.17,1.1433,0.41,0.3933,35.04,34.4,0.76,0.75,64.96,65.6,0.3667,31.34
76,108.8767,1.14,1.16,0.3833,0.43,33.63,37.07,0.7567,0.73,66.37,62.93,0.3267,28.65
77,110.0067,1.13,1.1333,0.38,0.3833,33.63,33.82,0.75,0.75,66.37,66.18,0.3667,32.45
78,111.15,1.1433,1.14,0.39,0.3833,34.11,33.63,0.7533,0.7567,65.89,66.37,0.37,32.36
79,112.2633,1.1133,1.14,0.3533,0.3867,31.74,33.92,0.76,0.7533,68.26,66.08,0.3733,33.53
80,113.46,1.1967,1.1433,0.41,0.4267,34.26,37.32,0.7867,0.7167,65.74,62.68,0.36,30.08
81,114.6167,1.1567,1.1733,0.4133,0.4067,35.73,34.66,0.7433,0.7667,64.27,65.34,0.3367,29.11
82,115.7633,1.1467,1.1533,0.3967,0.4367,34.59,37.86,0.75,0.7167,65.41,62.14,0.3133,27.33
83,116.8867,1.1233,1.1433,0.38,0.4333,33.83,37.9,0.7433,0.71,66.17,62.1,0.31,27.6
84,118.0567,1.17,1.1367,0.41,0.4267,35.04,37.54,0.76,0.71,64.96,62.46,0.3333,28.49
85,119.2133,1.1567,1.18,0.3833,0.41,33.14,34.75,0.7733,0.77,66.86,65.25,0.3633,31.41
86,120.37,1.1567,1.1467,0.4,0.3967,34.58,34.59,0.7567,0.75,65.42,65.41,0.36,31.12
87,121.5033,1.1333,1.1433,0.3867,0.4367,34.12,38.19,0.7467,0.7067,65.88,61.81,0.31,27.35
88,122.6467,1.1433,1.1433,0.3833,0.43,33.53,37.61,0.76,0.7133,66.47,62.39,0.33,28.86
89,123.7667,1.12,1.1233,0.3767,0.37,33.63,32.94,0.7433,0.7533,66.37,67.06,0.3733,33.33
90,124.9233,1.1567,1.1167,0.3967,0.37,34.29,33.13,0.76,0.7467,65.71,66.87,0.39,33.72
91,126.0633,1.14,1.19,0.3767,0.41,33.04,34.45,0.7633,0.78,66.96,65.55,0.3533,30.99
92,127.2167,1.1533,1.12,0.4067,0.3933,35.26,35.12,0.7467,0.7267,64.74,64.88,0.3533,30.64
93,128.3467,1.13,1.1467,0.39,0.3933,34.51,34.3,0.74,0.7533,65.49,65.7,0.3467,30.68
94,129.4533,1.1067,1.14,0.35,0.39,31.63,34.21,0.7567,0.75,68.37,65.79,0.3667,33.13
95,130.61,1.1567,1.1333,0.37,0.38,31.99,33.53,0.7867,0.7533,68.01,66.47,0.4067,35.16
96,131.7533,1.1433,1.14,0.39,0.3833,34.11,33.63,0.7533,0.7567,65.89,66.37,0.37,32.36
97,132.8667,1.1133,1.1233,0.37,0.39,33.23,34.72,0.7433,0.7333,66.77,65.28,0.3533,31.74
98,134.0233,1.1567,1.1133,0.3967,0.3767,34.29,33.83,0.76,0.7367,65.71,66.17,0.3833,33.14
99,135.19,1.1667,1.17,0.3867,0.3833,33.14,32.76,0.78,0.7867,66.86,67.24,0.3967,34.0
100,136.2833,1.0933,1.1667,0.3267,0.44,29.88,37.71,0.7667,0.7267,70.12,62.29,0.3267,29.88
101,137.51,1.2267,1.1767,0.42,0.4667,34.24,39.66,0.8067,0.71,65.76,60.34,0.34,27.72
