,Elapsed Time,Left Stride Interval ,Right Stride Interval,Left Swing Interval_Sec,Right Swing Interval_Sec,Left Swing Interval,Right Swing Interval,Left Stance Interval_Sec,Right Stance Interval_sec,Left Stance Interval,Right Stance Interval,Double Support Interval_sec,Double Support Interval
0,22.7167,1.64,1.5067,0.4667,0.41,28.46,27.21,1.1733,1.0967,71.54,72.79,0.7633,46.54
1,24.3367,1.62,1.7167,0.5033,0.4767,31.07,27.77,1.1167,1.24,68.93,72.23,0.64,39.51
2,25.9567,1.62,1.6033,0.4933,0.4733,30.45,29.52,1.1267,1.13,69.55,70.48,0.6533,40.33
3,27.65,1.6933,1.5733,0.5267,0.3967,31.1,25.21,1.1667,1.1767,68.9,74.79,0.77,45.47
4,29.2433,1.5933,1.7267,0.4767,0.4033,29.92,23.36,1.1167,1.3233,70.08,76.64,0.7133,44.77
5,30.8467,1.6033,1.5467,0.5167,0.3767,32.22,24.35,1.0867,1.17,67.78,75.65,0.71,44.28
6,32.4767,1.63,1.63,0.4567,0.4133,28.02,25.36,1.1733,1.2167,71.98,74.64,0.76,46.63
7,34.09,1.6133,1.6633,0.44,0.39,27.27,23.45,1.1733,1.2733,72.73,76.55,0.7833,48.55
8,35.7067,1.6167,1.6167,0.5133,0.4667,31.75,28.87,1.1033,1.15,68.25,71.13,0.6367,39.38
9,37.4467,1.74,1.6767,0.49,0.4967,28.16,29.62,1.25,1.18,71.84,70.38,0.7533,43.3
10,39.0133,1.5667,1.67,0.4733,0.4633,30.21,27.74,1.0933,1.2067,69.79,72.26,0.63,40.21
11,40.5733,1.56,1.4833,0.4867,0.39,31.2,26.29,1.0733,1.0933,68.8,73.71,0.6833,43.8
12,42.19,1.6167,1.6067,0.52,0.4067,32.16,25.31,1.0967,1.2,67.84,74.69,0.69,42.68
13,43.6267,1.4367,1.6033,0.42,0.4467,29.23,27.86,1.0167,1.1567,70.77,72.14,0.57,39.68
14,45.25,1.6233,1.48,0.4767,0.4933,29.36,33.33,1.1467,0.9867,70.64,66.67,0.6533,40.25
15,46.7767,1.5267,1.55,0.51,0.4,33.41,25.81,1.0167,1.15,66.59,74.19,0.6167,40.39
16,48.3133,1.5367,1.5467,0.45,0.43,29.28,27.8,1.0867,1.1167,70.72,72.2,0.6567,42.73
17,49.9433,1.63,1.6067,0.4433,0.44,27.2,27.39,1.1867,1.1667,72.8,72.61,0.7467,45.81
18,51.5067,1.5633,1.5467,0.5067,0.4333,32.41,28.02,1.0567,1.1133,67.59,71.98,0.6233,39.87
19,52.9933,1.4867,1.5233,0.45,0.4067,30.27,26.7,1.0367,1.1167,69.73,73.3,0.63,42.38
20,54.52,1.5267,1.5,0.47,0.3933,30.79,26.22,1.0567,1.1067,69.21,73.78,0.6633,43.45
21,56.03,1.51,1.5467,0.4767,0.3967,31.57,25.65,1.0333,1.15,68.43,74.35,0.6367,42.16
22,57.54,1.51,1.5167,0.42,0.4033,27.81,26.59,1.09,1.1133,72.19,73.41,0.6867,45.47
23,59.1133,1.5733,1.53,0.4933,0.4467,31.36,29.19,1.08,1.0833,68.64,70.81,0.6333,40.25
24,60.73,1.6167,1.57,0.51,0.4133,31.55,26.33,1.1067,1.1567,68.45,73.67,0.6933,42.89
25,62.3833,1.6533,1.6933,0.4467,0.48,27.02,28.35,1.2067,1.2133,72.98,71.65,0.7267,43.95
26,63.9467,1.5633,1.6133,0.4233,0.4033,27.08,25.0,1.14,1.21,72.92,75.0,0.7367,47.12
27,65.5767,1.63,1.5633,0.4933,0.4367,30.27,27.93,1.1367,1.1267,69.73,72.07,0.7,42.94
28,67.0633,1.4867,1.5567,0.42,0.3867,28.25,24.84,1.0667,1.17,71.75,75.16,0.68,45.74
29,68.68,1.6167,1.56,0.5067,0.47,31.34,30.13,1.11,1.09,68.66,69.87,0.64,39.59
30,70.1933,1.5133,1.52,0.4833,0.38,31.94,25.0,1.03,1.14,68.06,75.0,0.65,42.95
31,71.77,1.5767,1.5867,0.4633,0.3933,29.39,24.79,1.1133,1.1933,70.61,75.21,0.72,45.67
32,73.25,1.48,1.5167,0.44,0.36,29.73,23.74,1.04,1.1567,70.27,76.26,0.68,45.95
33,74.8967,1.6467,1.5833,0.4633,0.46,28.14,29.05,1.1833,1.1233,71.86,70.95,0.7233,43.93
34,76.4967,1.6,1.6467,0.47,0.4267,29.38,25.91,1.13,1.22,70.62,74.09,0.7033,43.96
35,78.0333,1.5367,1.5333,0.4867,0.4167,31.67,27.17,1.05,1.1167,68.33,72.83,0.6333,41.21
36,79.5833,1.55,1.5433,0.48,0.4433,30.97,28.73,1.07,1.1,69.03,71.27,0.6267,40.43
37,81.1433,1.56,1.5667,0.48,0.47,30.77,30.0,1.08,1.0967,69.23,70.0,0.61,39.1
38,82.7167,1.5733,1.52,0.4933,0.4233,31.36,27.85,1.08,1.0967,68.64,72.15,0.6567,41.74
39,84.23,1.5133,1.6167,0.45,0.4567,29.74,28.25,1.0633,1.16,70.26,71.75,0.6067,40.09
40,85.72,1.49,1.4833,0.45,0.4567,30.2,30.79,1.04,1.0267,69.8,69.21,0.5833,39.15
41,87.22,1.5,1.4767,0.4567,0.4533,30.44,30.7,1.0433,1.0233,69.56,69.3,0.59,39.33
42,88.7033,1.4833,1.5033,0.4633,0.4467,31.24,29.71,1.02,1.0567,68.76,70.29,0.5733,38.65
43,90.2,1.4967,1.51,0.4633,0.47,30.96,31.13,1.0333,1.04,69.04,68.87,0.5633,37.64
44,91.7267,1.5267,1.5067,0.43,0.44,28.17,29.2,1.0967,1.0667,71.83,70.8,0.6567,43.01
45,93.2933,1.5667,1.5467,0.46,0.4233,29.36,27.37,1.1067,1.1233,70.64,72.63,0.6833,43.62
46,94.81,1.5167,1.5167,0.4667,0.4433,30.77,29.23,1.05,1.0733,69.23,70.77,0.6067,40.0
47,96.33,1.52,1.56,0.4667,0.43,30.7,27.56,1.0533,1.13,69.3,72.44,0.6233,41.01
48,97.8433,1.5133,1.5,0.4833,0.4467,31.94,29.78,1.03,1.0533,68.06,70.22,0.5833,38.55
49,99.38,1.5367,1.5033,0.46,0.4367,29.93,29.05,1.0767,1.0667,70.07,70.95,0.64,41.65
50,100.8733,1.4933,1.4967,0.46,0.3567,30.8,23.83,1.0333,1.14,69.2,76.17,0.6767,45.31
51,102.3867,1.5133,1.5567,0.4367,0.4333,28.85,27.84,1.0767,1.1233,71.15,72.16,0.6433,42.51
52,103.89,1.5033,1.44,0.4733,0.41,31.49,28.47,1.03,1.03,68.51,71.53,0.62,41.24
53,105.3167,1.4267,1.46,0.42,0.38,29.44,26.03,1.0067,1.08,70.56,73.97,0.6267,43.93
54,106.95,1.6333,1.5833,0.3967,0.47,24.29,29.68,1.2367,1.1133,75.71,70.32,0.7667,46.94
55,108.59,1.64,1.64,0.47,0.4933,28.66,30.08,1.17,1.1467,71.34,69.92,0.6767,41.26
56,110.0233,1.4333,1.5067,0.4267,0.38,29.77,25.22,1.0067,1.1267,70.23,74.78,0.6267,43.72
57,111.71,1.6867,1.5433,0.48,0.41,28.46,26.57,1.2067,1.1333,71.54,73.43,0.7967,47.23
58,113.2367,1.5267,1.7,0.4367,0.4467,28.6,26.27,1.09,1.2533,71.4,73.73,0.6433,42.14
59,114.69,1.4533,1.4933,0.3833,0.4133,26.38,27.68,1.07,1.08,73.62,72.32,0.6567,45.18
60,116.2033,1.5133,1.4033,0.4267,0.4067,28.19,28.98,1.0867,0.9967,71.81,71.02,0.68,44.93
61,117.8,1.5967,1.5833,0.4467,0.4767,27.97,30.11,1.15,1.1067,72.03,69.89,0.6733,42.17
62,119.2333,1.4333,1.52,0.4,0.39,27.91,25.66,1.0333,1.13,72.09,74.34,0.6433,44.88
63,120.72,1.4867,1.4267,0.4567,0.3867,30.72,27.1,1.03,1.04,69.28,72.9,0.6433,43.27
64,122.2567,1.5367,1.55,0.4533,0.4667,29.5,30.11,1.0833,1.0833,70.5,69.89,0.6167,40.13
65,123.8267,1.57,1.52,0.4833,0.4267,30.79,28.07,1.0867,1.0933,69.21,71.93,0.66,42.04
66,125.2767,1.45,1.49,0.4067,0.37,28.05,24.83,1.0433,1.12,71.95,75.17,0.6733,46.44
